title,artist,merged_album
Чемний панк,Ницо Потворно,Чистий
Темнота у Кло,Ницо Потворно,
НП,Ницо Потворно,Театр ім Н Потворно
Юесей,Ницо Потворно,Чистий
Визволи,Ницо Потворно,Чистий
Вируби жлоба,Ницо Потворно,Театр ім Н Потворно
Сон без снів,Ницо Потворно,Ницо Потворно
Коли тебе нема,Ницо Потворно,Цифри
Недоречний - акустика,Ницо Потворно,Недоречний (акустика)
Заспіваю ще,Ницо Потворно,Київ
Служба,Ницо Потворно,
Політика,Ницо Потворно,
Не хватає у ФБ сердець,Ницо Потворно,
Хто я?,Ницо Потворно,Ницо Потворно
паляміта,Ницо Потворно,
Піф паф файє,Ницо Потворно,
Повар Даніл,Ницо Потворно,
Ницо на шоу «Голос країни»,Ницо Потворно,
Залишай,Фактично Самі,
Дивина,Фактично Самі,
Небо,Фактично Самі,
Lovesong-0-667,Фактично Самі,Kurva Cum Back
Очі твої,Фактично Самі,
No Logo,Фактично Самі,Kurva Cum Back
Любе лібідо,Фактично Самі,Kurva Cum Back
Обернися,Фактично Самі,
Листи,Фактично Самі,Kurva Cum Back
Вродливе м'ясо,Фактично Самі,Система нервів
Фактично виграють всіх,Фактично Самі,Kurva Cum Back
Попелюшка,Фактично Самі,Kurva Cum Back
Маяк коломия,Фактично Самі,Kurva Cum Back
Lo-Fi Universe,Фактично Самі,
Діброва,Фактично Самі,
Довго в рай,Фактично Самі,
Русальчина,Фактично Самі,
В твоїх обіймах,Фактично Самі,Б.П.П. (Болєзні Пєвчіх Птіц)
Я знаю код,Фактично Самі,Космічний Вакуум
Киріян,Фактично Самі,
Клей,Фактично Самі,
Вогонь,Фактично Самі,Б.П.П. (Болєзні Пєвчіх Птіц)
Недоля,Фактично Самі,Б.П.П. (Болєзні Пєвчіх Птіц)
Я хворію,Фактично Самі,Б.П.П. (Болєзні Пєвчіх Птіц)
sashakhuy,Фактично Самі,
Popelushka,Фактично Самі,
Фарба,Фактично Самі,Б.П.П. (Болєзні Пєвчіх Птіц)
Космічний вакуум,Фактично Самі,Космічний Вакуум
Дивом дивуюсь,Фактично Самі,
Тугу тугу,Фактично Самі,
Good Bye,Фактично Самі,
Ukraine - Finland - Kosmos,Фактично Самі,Космічний Вакуум
Робот-герой R-6,Фактично Самі,Космічний Вакуум
Ракета в космос рветься,Фактично Самі,Космічний Вакуум
Жінка-сокира рубає,Фактично Самі,
Пиздець коляну,Фактично Самі,
I Know The Code,Фактично Самі,
якби,renie cares,
заратустра,renie cares,
якби - BADWOR7H Remix,renie cares,
моя весна,renie cares,
хвилями,renie cares,легка нестерпність буття
зараза,renie cares,la princesse lointaine
навчи мене,renie cares,легка нестерпність буття
сина,renie cares,легка нестерпність буття
легка,renie cares,легка нестерпність буття
чому,renie cares,легка нестерпність буття
лнб,renie cares,легка нестерпність буття
кричу,renie cares,la princesse lointaine
де бог,renie cares,легка нестерпність буття
навіть коли,renie cares,легка нестерпність буття
деліре,renie cares,la princesse lointaine
душа,renie cares,легка нестерпність буття
навчи мене - remastered,renie cares,легка нестерпність буття
буття,renie cares,легка нестерпність буття
тлінно,renie cares,легка нестерпність буття
нестерпність,renie cares,легка нестерпність буття
любови більше,renie cares,la princesse lointaine
ляля,renie cares,la princesse lointaine
дюшеска,renie cares,
один ти,renie cares,
Дамоклів меч,renie cares,ЕПОХА
Під хмарами,Обійми Дощу,Елегія
Мертве дерево і вітер,Обійми Дощу,Елегія
Дорогою вічності,Обійми Дощу,Елегія
Зоренько моя,Обійми Дощу,Елегія
Самотні ночі,Обійми Дощу,Елегія
Згасаюча осінь,Обійми Дощу,Елегія
Її душі зів'ялі квіти,Обійми Дощу,Елегія
Зимова елегія,Обійми Дощу,Елегія
Я і ти,Обійми Дощу,
Світанок,Обійми Дощу,
Остання мить,Обійми Дощу,Сон
Разом,Обійми Дощу,
Крила,Обійми Дощу,Сон
Земле моя мила,Обійми Дощу,
Темна Ріка,Обійми Дощу,Сон
Назустріч тиші,Обійми Дощу,Сон
Сон,Обійми Дощу,Сон
Кімната,Обійми Дощу,Сон
Інтерлюдія,Обійми Дощу,Сон
Янгол,Обійми Дощу,Сон
Новий початок,Обійми Дощу,Сон
На відстані,Обійми Дощу,
Щедрик,Обійми Дощу,
Час,Обійми Дощу,
Under clouds,Обійми Дощу,
Fading Autumn,Обійми Дощу,
Де твоя Лінія,Лінія Маннергейма,Конфіскат
Ісус із Назарета,Лінія Маннергейма,Конфіскат
Зима,Лінія Маннергейма,Зима / Сніг
Отче,Лінія Маннергейма,Конфіскат
Озеро,Лінія Маннергейма,Конфіскат
Чорний,Лінія Маннергейма,Конфіскат
Їй 15,Лінія Маннергейма,Де твоя лінія?
Бої Без Правил,Лінія Маннергейма,Конфіскат
Міста,Лінія Маннергейма,Конфіскат
Конфіскат,Лінія Маннергейма,Конфіскат
Навчи,Лінія Маннергейма,Де твоя лінія?
Вона танцює,Лінія Маннергейма,Де твоя лінія?
Південно-західна,Лінія Маннергейма,Де твоя лінія?
Інтро,Лінія Маннергейма,Конфіскат
Сніг,Лінія Маннергейма,Зима / Сніг
Хороший бізнес,Лінія Маннергейма,Конфіскат
Будда,Лінія Маннергейма,
Колискова,Лінія Маннергейма,
Мій Старий,Лінія Маннергейма,
Я Залишаю Це Дивне Місце,Лінія Маннергейма,
Я Залишаю Місто,Лінія Маннергейма,
Live at On-Air,Лінія Маннергейма,
Мені 42,Лінія Маннергейма,
Ніби І Не Знав,Лінія Маннергейма,
1,Лінія Маннергейма,Де твоя лінія?
Вінні-Пух,Арсен Мірзоян,Незручні ліжка
"Бувай, малий",Арсен Мірзоян,Ґудзики
Ніч,Арсен Мірзоян,Арсен Мірзоян
Джеральдіна,Арсен Мірзоян,Слова і ноти
Капронові банти,Арсен Мірзоян,Незручні ліжка
Смужка,Арсен Мірзоян,Незручні ліжка
Поцілуй,Арсен Мірзоян,Паперовий сніг
Ідіоти,Арсен Мірзоян,Слова і ноти
Не на людях,Арсен Мірзоян,Ґудзики
Можеш як,Арсен Мірзоян,Паперовий сніг
Кінець кохання,Арсен Мірзоян,Ґудзики
Тісто,Арсен Мірзоян,Ґудзики
Невчасна,Арсен Мірзоян,Незручні ліжка
Паперовий сніг,Арсен Мірзоян,Паперовий сніг
Стрелы,Арсен Мірзоян,Паперовий сніг
Geraldine,Арсен Мірзоян,Слова і ноти
Не тобі,Арсен Мірзоян,Ґудзики
На кордоні зими,Арсен Мірзоян,Незручні ліжка
Твій день,Арсен Мірзоян,Монархія
Зимовий пляж,Арсен Мірзоян,Незручні ліжка
Не Магеллан,Арсен Мірзоян,Слова і ноти
Скажи чому,Арсен Мірзоян,Ґудзики
Курам на сміх,Арсен Мірзоян,Ґудзики
Інші двері,Арсен Мірзоян,Паперовий сніг
Для всіх,Арсен Мірзоян,Ґудзики
Ґудзики,Арсен Мірзоян,Ґудзики
Коли ти підеш,Арсен Мірзоян,Незручні ліжка
Листя жовтня,Арсен Мірзоян,Слова і ноти
Пілігрим,Арсен Мірзоян,Незручні ліжка
Москва-Новосибірськ,Арсен Мірзоян,Незручні ліжка
Намалюю зиму,Арсен Мірзоян,Монархія
Штучні сонця,Арсен Мірзоян,Монархія
Спи собі сама,Арсен Мірзоян,
Незнайомці,Арсен Мірзоян,Інгредієнт
П'ята Ахілла,Арсен Мірзоян,Незручні ліжка
Край Землі,Арсен Мірзоян,
Моя країна,Арсен Мірзоян,
Ґави,Арсен Мірзоян,Слова і ноти
Ваша Величність,Арсен Мірзоян,Монархія
Вагітні майбутнім,Арсен Мірзоян,Ґудзики
Завод,Арсен Мірзоян,
Прости,Арсен Мірзоян,Паперовий сніг
Небо на себе,Арсен Мірзоян,Паперовий сніг
Королева,Арсен Мірзоян,Інгредієнт
Іа,Арсен Мірзоян,New Radio Hits 2016
Солодка ця мить,Арсен Мірзоян,
Зменшуй оберти,Арсен Мірзоян,Слова і ноти
Таксі,Арсен Мірзоян,Паперовий сніг
1000 раз,Арсен Мірзоян,Інгредієнт
Медузи,Арсен Мірзоян,Паперовий сніг
Слова розлук,Арсен Мірзоян,Слова і ноти
"Когда весна придет, не знаю",Арсен Мірзоян,Незручні ліжка
Мачо,Арсен Мірзоян,Паперовий сніг
Поштовхом в спину,Арсен Мірзоян,
Жорж Санд,Арсен Мірзоян,Слова і ноти
Подружка,Арсен Мірзоян,Монархія
Позич мені себе,Арсен Мірзоян,Слова і ноти
Фура і артисти,Арсен Мірзоян,Слова і ноти
Твій король,Арсен Мірзоян,Монархія
Ластівки над містом,Арсен Мірзоян,
Мамо,Арсен Мірзоян,
Межа,Арсен Мірзоян,Інгредієнт
Вальс Ірпінь,Арсен Мірзоян,
Исповедь гонщика,Арсен Мірзоян,Паперовий сніг
Спасите наши души,Арсен Мірзоян,
Івана Купала,Арсен Мірзоян,Ґудзики
Не стреляй,Арсен Мірзоян,
Інженер,Арсен Мірзоян,Монархія
Десь там ти живеш,Арсен Мірзоян,
Я не здамся без бою,Арсен Мірзоян,
11/11,Арсен Мірзоян,
Трамвай,Арсен Мірзоян,
Офелія,Арсен Мірзоян,Монархія
Інспектор Час,Арсен Мірзоян,Інгредієнт
А я лише хотів тебе привітати,Арсен Мірзоян,
Сонце,Арсен Мірзоян,
Вулиці,Арсен Мірзоян,Інгредієнт
По той бік,Арсен Мірзоян,Інгредієнт
Позивні,Арсен Мірзоян,Позивні
Ванька-Встанька,Маша Кондратенко,
No Time to Cry,Маша Кондратенко,
НЕ ХОДИ,Маша Кондратенко,
un deux trois,Маша Кондратенко,
вогник вогник,Маша Кондратенко,
на горі,Маша Кондратенко,
ВЕДМЕДІ-БАЛАЛАЙКИ,Маша Кондратенко,
Білі ночі,Маша Кондратенко,
люлі люлі,Маша Кондратенко,
стабільно паршиво,Маша Кондратенко,знайшла свій щоденник
Ванька-Встанька - Remix,Маша Кондратенко,
дим,Маша Кондратенко,
Дівчинка,Маша Кондратенко,
вивчи мене,Маша Кондратенко,знайшла свій щоденник
Чекаю на тебе,Маша Кондратенко,
заведу кота,Маша Кондратенко,знайшла свій щоденник
Білі ночі - Kava Remix,Маша Кондратенко,
Давай попробуем,Маша Кондратенко,
псевдо,Маша Кондратенко,знайшла свій щоденник
Малая,Маша Кондратенко,
під вікнами,Маша Кондратенко,знайшла свій щоденник
un deux trois - Kava Remix,Маша Кондратенко,
подзвони мені,Маша Кондратенко,знайшла свій щоденник
мала,Маша Кондратенко,знайшла свій щоденник
жінки з сумними очима - Skit,Маша Кондратенко,знайшла свій щоденник
я не сумую по тобі - Skit,Маша Кондратенко,знайшла свій щоденник
Полетаем,Маша Кондратенко,
знайшла свій щоденник,Маша Кондратенко,
Ванька-Встанька ● караоке,Маша Кондратенко,
Хто це така?,Маша Кондратенко,
Я люблю тільки тебе,Олександр Пономарьов,Найкраще
Він чекає на неї,Олександр Пономарьов,Найкраще
Чомусь так гірко плакала вона,Олександр Пономарьов,Найкраще
гімн україни,Олександр Пономарьов,
Україна переможе!,Олександр Пономарьов,
Hasta la Vista,Олександр Пономарьов,
Серце,Олександр Пономарьов,Найкраще
А ти просто кохай,Олександр Пономарьов,Найкраще
З ранку до ночі,Олександр Пономарьов,Збірник пісень
Ніколи,Олександр Пономарьов,Найкраще
Зіронька,Олександр Пономарьов,Найкраще
Варто чи ні,Олександр Пономарьов,
Заспіваймо пісню за Україну,Олександр Пономарьов,Найкраще
Я не такий,Олександр Пономарьов,Найкраще
Ніченькою темною,Олександр Пономарьов,
Святая Анна,Олександр Пономарьов,Збірник пісень
Човен,Олександр Пономарьов,Збірник пісень
Спи собі сама,Олександр Пономарьов,
Ти дочекайся мене,Олександр Пономарьов,Найкраще
"Mamma, I fell in love",Олександр Пономарьов,
Три поради,Олександр Пономарьов,Найкраще
"Я знайду тебе, кохана",Олександр Пономарьов,Збірник пісень
Минає день,Олександр Пономарьов,
Тільки раз цвіте любов,Олександр Пономарьов,
Я заблукав,Олександр Пономарьов,
Грім,Олександр Пономарьов,
Я знаю,Олександр Пономарьов,
Пазли,Олександр Пономарьов,
Крила,Олександр Пономарьов,
Ти моя,Олександр Пономарьов,
Серденько,Олександр Пономарьов,
Вогонь,Олександр Пономарьов,
Єдина,Олександр Пономарьов,
Разом назавжди,Олександр Пономарьов,
Любиш,Олександр Пономарьов,Найкраще
Перша і остання любов,Олександр Пономарьов,
"Гей, соколи!",Олександр Пономарьов,ДНК
Guantanamera,Олександр Пономарьов,
Мамі,Олександр Пономарьов,Збірник пісень
Романс,Олександр Пономарьов,
Ніжними вустами,Олександр Пономарьов,
Дорога,Олександр Пономарьов,
"Минає день, минає ніч",Олександр Пономарьов,
Колядує Україна,Олександр Пономарьов,
Любов-війна,Олександр Пономарьов,Збірник пісень
Volare,Олександр Пономарьов,
Заколишу,Олександр Пономарьов,
ХРИСТОС НАРОДИВСЯ,Олександр Пономарьов,
Відкриваю очі,Олександр Пономарьов,
"Baby, Ticket",Олександр Пономарьов,
198000 раз,Олександр Пономарьов,
Сірооке кохання,Олександр Пономарьов,
Любове,Олександр Пономарьов,
"На землі, в повітрі і на морі",Олександр Пономарьов,
Пілігрим,Олександр Пономарьов,Найкраще
Дід Мороз,Олександр Пономарьов,Збірник пісень
Зіркою,Олександр Пономарьов,
Найкраща,Олександр Пономарьов,
Неймовірна,Олександр Пономарьов,
Полонений,Олександр Пономарьов,
Кохана,Олександр Пономарьов,Збірник пісень
Миліша,Олександр Пономарьов,
А я піду,Олександр Пономарьов,
Доня,Олександр Пономарьов,Збірник пісень
Молитва,Олександр Пономарьов,
Зима,Олександр Пономарьов,"Добрий вечір, тобі..."
"Там, куди я йду",Гурт [О],
Соні Уолкмен,Гурт [О],Суперінтроверт
Києве мій,Гурт [О],Києве мій
Чим я не така?,Гурт [О],Суперінтроверт
Золота пора,Гурт [О],
Акація,Гурт [О],
Суперінтроверт,Гурт [О],Суперінтроверт
Машина,Гурт [О],
"Нічого, окрім краси",Гурт [О],Суперінтроверт
Поясни,Гурт [О],Суперінтроверт
Хто я?,Гурт [О],
Вода,Гурт [О],Суперінтроверт
Чую,Гурт [О],Суперінтроверт
Плейбой,Гурт [О],Суперінтроверт
Колискова,Гурт [О],Суперінтроверт
Пливи пливи,Гурт [О],Суперінтроверт
Забудь усе і пірнай,Гурт [О],Самий сок
Мушечки - FunkyMikey Remix,Гурт [О],Сокожим
Пiкачу - Samplik Prost Remix,Гурт [О],Сокожим
Роби любов - Dub Beans Remix,Гурт [О],Сокожим
Мушечки,Гурт [О],Самий сок
Добре - Kolya Liner Remix,Гурт [О],Сокожим
Я хочу,Гурт [О],Роби любов
Пiкачу - Hockins Remix,Гурт [О],Сокожим
Я хочу - Levani Remix,Гурт [О],Сокожим
Я хочу - Dub Beans Remix,Гурт [О],Сокожим
Я хочу - СЫР Remix,Гурт [О],Сокожим
Мушечки - Jivu Remix,Гурт [О],Сокожим
Машина - Enio Prod Remix,Гурт [О],Машина (Remixes)
Пiкачу - Gerainsan Remix,Гурт [О],Сокожим
Пiкачу,Гурт [О],Самий сок
Машина - Dub Beans Remix,Гурт [О],Машина (Remixes)
Добре,Гурт [О],Самий сок
Машина - Boosin Remix,Гурт [О],Машина (Remixes)
Машина - Sevy Remix,Гурт [О],Машина (Remixes)
Машина - СЫР Electro Remix,Гурт [О],Машина (Remixes)
Машина - Jivu Remix,Гурт [О],Машина (Remixes)
Машина - Tony Turchin Remix,Гурт [О],Машина (Remixes)
Машина - СЫР Remix,Гурт [О],Машина (Remixes)
Машина - Alex Che Remix,Гурт [О],Машина (Remixes)
Машина - AndyKutson Remix,Гурт [О],Машина (Remixes)
Роби любов,Гурт [О],Роби любов
О - Bonus Track,Гурт [О],
О,Гурт [О],
Лелека,Гурт [О],Самий сок
Лох,Скажи щось погане,Легіт
Істота,Скажи щось погане,Причини та наслідки самобуття
Твоя кохана,Скажи щось погане,Легіт 2
Я кохатимусь під джаз,Скажи щось погане,
Навіщо?,Скажи щось погане,Причини та наслідки самобуття
Скажи щось погане,Скажи щось погане,Легіт 2
Бар,Скажи щось погане,Рефлексія
Hate and love,Скажи щось погане,Легіт 2
"Все, що ти хотіла",Скажи щось погане,Причини та наслідки самобуття
Косяк,Скажи щось погане,Рефлексія
Так боляче!,Скажи щось погане,Причини та наслідки самобуття
Петля,Скажи щось погане,Легіт
"Відчуваю легкість,сука",Скажи щось погане,Легіт
Гаддем,Скажи щось погане,Рефлексія
Чому,Скажи щось погане,Рефлексія
Пістолет,Скажи щось погане,Рефлексія
Брудний секс,Скажи щось погане,Крик
Дотик,Скажи щось погане,
Одинокий самурай,Скажи щось погане,Рефлексія
Персонаж у вебкам,Скажи щось погане,Крик
Дев‘яте коло пекла,Скажи щось погане,Рефлексія
Bad son,Скажи щось погане,Крик
Без неї ніяк,Без Обмежень,#DИХАЮТОБОЮ
Тону,Без Обмежень,5Хвилин
Зорі запалали,Без Обмежень,Мільярди
Героям,Без Обмежень,Краще
Листопад,Без Обмежень,Буду з тобою!
Буду З Тобою,Без Обмежень,Буду з тобою!
Зима,Без Обмежень,#DИХАЮТОБОЮ
Най Би Вже Весна,Без Обмежень,5Хвилин
Вільні люди,Без Обмежень,Вільні люди
налий мені вина,Без Обмежень,#DИХАЮТОБОЮ
Хочеш,Без Обмежень,Буду з тобою!
5хвилин,Без Обмежень,5Хвилин
Твої Очі,Без Обмежень,5Хвилин
Мільярди,Без Обмежень,Мільярди
Мовчати,Без Обмежень,
ДИМ,Без Обмежень,
Весь світ,Без Обмежень,Мільярди
24/02,Без Обмежень,Краще
Моя Країна,Без Обмежень,Буду з тобою!
Кохана,Без Обмежень,Буду з тобою!
Мамині слова,Без Обмежень,#DИХАЮТОБОЮ
Не мовчи,Без Обмежень,Мільярди
Липень,Без Обмежень,Краще
Запам’ятаю,Без Обмежень,#DИХАЮТОБОЮ
Underground,Без Обмежень,Краще
На Мелі,Без Обмежень,5Хвилин
Хто Я,Без Обмежень,Буду з тобою!
До Небес,Без Обмежень,Буду з тобою!
Викидаєш,Без Обмежень,5Хвилин
Полет,Без Обмежень,#DИХАЮТОБОЮ
Мила моя,Без Обмежень,The Best of
ЛітоКамон,Без Обмежень,Вільні люди
Воля,Без Обмежень,Буду з тобою!
Похрести,Без Обмежень,#DИХАЮТОБОЮ
Не знаю як,Без Обмежень,The Best of
Моя земля,Без Обмежень,Мільярди
Game over,Без Обмежень,#DИХАЮТОБОЮ
Якби,Без Обмежень,
Колискова,Без Обмежень,Мільярди
Літак на двох,Без Обмежень,Мільярди
Доле моя,Без Обмежень,5Хвилин
Тарасова Гора,Без Обмежень,5Хвилин
Дахами накрилася,Без Обмежень,
Забрала ніч,Без Обмежень,Вільні люди
Розкажи,Без Обмежень,Акустика
Повернись живим,Без Обмежень,
Малий,Без Обмежень,Вільні люди
Ангели плачуть,Без Обмежень,5Хвилин
Народжені вільними,Без Обмежень,
Моя любов,Без Обмежень,
ДИМ - Acoustic,Без Обмежень,
Пташка,Без Обмежень,
А ти...,Без Обмежень,
Магда,Без Обмежень,
Відчуваю,Без Обмежень,
Захопила,Без Обмежень,
Дихаю тобою,Без Обмежень,
цього вартує кохання,Ігор Кайдаш,
підліткове,Ігор Кайдаш,
повстання,Ігор Кайдаш,
в чому сенс?,Ігор Кайдаш,період життя
твій страх,Ігор Кайдаш,період життя
Інді-артист,Ігор Кайдаш,
вирій моїх подій,Ігор Кайдаш,
моя юність,Ігор Кайдаш,
Де Твоя Молода Кров?,Ігор Кайдаш,
дежавю,Ігор Кайдаш,
холод,Ігор Кайдаш,період життя
Вечорниці,Ігор Кайдаш,
Минулого літа,Ігор Кайдаш,
Моя кохана,Ігор Кайдаш,
допоможе лиш сон,Ігор Кайдаш,
сподівання пройдуть,Ігор Кайдаш,
Свідомий вибір,Ігор Кайдаш,
аб'юзер,Ігор Кайдаш,період життя
погляди,Ігор Кайдаш,період життя
я не хочу бути один,Ігор Кайдаш,
ніколи,Ігор Кайдаш,
безодня - Bonus,Ігор Кайдаш,період життя
Козак завірюха,Ігор Кайдаш,
портвейн,Ігор Кайдаш,
ранок - Bonus,Ігор Кайдаш,період життя
спи собі сама,Ігор Кайдаш,
Вона,Тарас Чубай,
Лента за лентою,Тарас Чубай,Наші партизани
Водограй,Тарас Чубай,Наш Івасюк
Пісня буде поміж нас,Тарас Чубай,Наш Івасюк
Я піду в далекі гори,Тарас Чубай,Наш Івасюк
Червона рута,Тарас Чубай,Наш Івасюк
"Гей гу, гей га",Тарас Чубай,Наші партизани
Пливе кача,Тарас Чубай,Наші партизани
"Там, під львівським замком",Тарас Чубай,Наші партизани
Коли до губ твоїх,Тарас Чубай,Постать голосу
Дівчина з коломиї,Тарас Чубай,
Кедь ми пришла карта,Тарас Чубай,Наші партизани
Повіяв вітер степовий,Тарас Чубай,Наші партизани
Ми йдем вперед,Тарас Чубай,Наші партизани
Запроси мене у сни,Тарас Чубай,Наш Івасюк
Миколай бородатий,Тарас Чубай,
Нестримна течія,Тарас Чубай,Наш Івасюк
Над морем,Тарас Чубай,Наш Івасюк
Маскарад,Тарас Чубай,Постать голосу
"Не плачте, не журіться",Тарас Чубай,Наші партизани
Я твоє крило,Тарас Чубай,Наш Івасюк
Капелюх,Тарас Чубай,Наш Івасюк
Вступ,Тарас Чубай,Наші партизани
Ти бачиш,Тарас Чубай,Постать голосу
Останній грім,Тарас Чубай,Постать голосу
Корида,Тарас Чубай,Постать голосу
А світ - вертеп,Тарас Чубай,
Буде нам з тобою що згадати,Тарас Чубай,Наші партизани
Ти втретє цього літа зацвітеш,Тарас Чубай,
На видноколі,Тарас Чубай,Постать голосу
Сипле сніг,Тарас Чубай,
Наша потужна цивілізація,Тарас Чубай,
Нині рождество,Тарас Чубай,Наше Різдво (Продовження)
Нова радість стала,Тарас Чубай,Наше Різдво (Продовження)
Ти мені пробач,Тарас Чубай,
Відшукування причетного,Тарас Чубай,
Во Вифлеємі,Тарас Чубай,Наше Різдво (Продовження)
Золота трава,Тарас Чубай,
Птахи - Live,Тарас Чубай,Скрябін: Концерт пам'яті (Live)
Спи Ісусе,Тарас Чубай,Наше Різдво (Продовження)
Із янголом на плечі,Тарас Чубай,
Не спиняйте її,Тарас Чубай,
"Спи, моя люба, спи",Тарас Чубай,
Я так довго чекав,Тарас Чубай,
Матриця,Тарас Чубай,
Хата моя,Тарас Чубай,
Грифон,Тарас Чубай,
Остання зима,Тарас Чубай,
Пластунка N,Тарас Чубай,
За усе Святе,Тарас Чубай,
Марія,Тарас Чубай,
Вифлеєм,Тарас Чубай,Наше Різдво (Продовження)
Миколай бородатий - Dana Rmx,Тарас Чубай,
Металева з міста Лева,Тарас Чубай,
"Ой, там на горі",Тарас Чубай,Пісні самонаведення
Дорослі діти,Серцевий Напад,Дорослі діти
Субкультура,Серцевий Напад,Дорослі діти
Punk Girl,Серцевий Напад,Golden $hits
ТакFuck,Серцевий Напад,Golden $hits
Жахлива,Серцевий Напад,Дорослі діти
Пробач,Серцевий Напад,Дорослі діти
Студентські вихідні,Серцевий Напад,Дорослі діти
Момент,Серцевий Напад,Дорослі діти
Розумієш,Серцевий Напад,Дорослі діти
Перед війною,Серцевий Напад,Дорослі діти
Не прийшла,Серцевий Напад,Дорослі діти
Невідоме,Серцевий Напад,Дорослі діти
Его,Серцевий Напад,Дорослі діти
Фалоімітатор,Серцевий Напад,Голден щітс
Коля не знау,Серцевий Напад,Борись за надію
Хто ти є?,Серцевий Напад,Борись за надію
Нестерпна,Серцевий Напад,Борись за надію
Ukrainian Idiot,Серцевий Напад,
Оптимістична,Серцевий Напад,Голден щітс
Мовчи,Серцевий Напад,Борись за надію
Москва,Серцевий Напад,Голден щітс
Я не вірю вам,Серцевий Напад,Борись за надію
Fight For Hope,Серцевий Напад,Fight For Hope
Іво Бобул,Серцевий Напад,Дорослі діти
Дитинство,Серцевий Напад,Голден щітс
Не така,Серцевий Напад,Борись за надію
Slut,Серцевий Напад,
Черепашки ніндзя,Серцевий Напад,Golden $hits
Fast Food,Серцевий Напад,Fight For Hope
Fruity-Dooty,Серцевий Напад,Fight For Hope
Звільни себе,Серцевий Напад,Борись за надію
Моє сонце,Серцевий Напад,
Лента за лентою,Серцевий Напад,Телефонуй!
outro,Серцевий Напад,Fight For Hope
Прокидайся,Серцевий Напад,Прокидайся
Мелодія ночі,Серцевий Напад,
Кордони Гетто,Серцевий Напад,
Стереозвук,Серцевий Напад,Прокидайся
Пєрємєн,Серцевий Напад,Телефонуй!
Назавжди,Серцевий Напад,
Панк гьол,Серцевий Напад,Дорослі діти
Гори!,Серцевий Напад,Телефонуй!
Телефонуй!,Серцевий Напад,Телефонуй!
Досить!,Серцевий Напад,Телефонуй!
5 хвилин,Серцевий Напад,Телефонуй!
Такфак,Серцевий Напад,Дорослі діти
перед війною)),Серцевий Напад,Дорослі діти
Судний день,Серцевий Напад,Телефонуй!
Сім'я,Серцевий Напад,Телефонуй!
Ок,Серцевий Напад,Телефонуй!
Діайвай,Серцевий Напад,Дорослі діти
Щіт,Серцевий Напад,Дорослі діти
Борись за надію,Серцевий Напад,Борись за надію
Вступ,Серцевий Напад,Голден щітс
Вейкап,Серцевий Напад,Борись за надію
Фаст фуд,Серцевий Напад,Борись за надію
Go Fuck Yourself,Серцевий Напад,Телефонуй!
Росіян в Донбасє нєт,Орест Лютий,Росіян в Донбасє нєт
Вагони повнії москалів,Орест Лютий,
А я - не москаль,Орест Лютий,
КДБ працює,Орест Лютий,
Гаспада малороси,Орест Лютий,
Лук'янівський сізо,Орест Лютий,
Вставай країно рідная,Орест Лютий,
"Я, кум, дві лопати",Орест Лютий,
Перехрестись на сонце,Орест Лютий,Росіян в Донбасє нєт
Слава Україні!,Орест Лютий,
Іде кацап по городу,Орест Лютий,Сувора українізація
Здохни Імперія,Орест Лютий,
А тєло пєло,Орест Лютий,Росіян в Донбасє нєт
Алла Пугачьова,Орест Лютий,Сувора українізація
А чемний легінь у саду,Орест Лютий,Сувора українізація
ХУЯК,Орест Лютий,Гібридні війни
"Мій друже, Ковалю",Орест Лютий,
Котлети з онука,Орест Лютий,Гібридні війни
Я є народ,Орест Лютий,
Хохли в Росії,Орест Лютий,Сувора українізація
З чого починалась Московія,Орест Лютий,
Катя-ватніца,Орест Лютий,Росіян в Донбасє нєт
Колише вітер тушки гопоти,Орест Лютий,
Приватний підприємець,Орест Лютий,Росіян в Донбасє нєт
Земле моя,Орест Лютий,Росіян в Донбасє нєт
Дарино,Орест Лютий,
Пісня про далеку Батьківщину,Орест Лютий,
Цвіте бавовна,Орест Лютий,
А дамі хочеться їбаться,Орест Лютий,Гібридні війни
Балаклавочка,Орест Лютий,Росіян в Донбасє нєт
Айфонський старець,Орест Лютий,Гібридні війни
Народная шахтьорская,Орест Лютий,Сувора українізація
Господа малороси,Орест Лютий,
Азовська тачанка,Орест Лютий,Росіян в Донбасє нєт
БДЖУЛИ,Орест Лютий,Росіян в Донбасє нєт
РОСІЯН В ДОНБАСЕ НЕТ,Орест Лютий,
Маршрутка на Волноваху,Орест Лютий,Гібридні війни
Вічний жид - антисеміт,Орест Лютий,Гібридні війни
НАХЄРА,Орест Лютий,Гібридні війни
Побєдораси побєди,Орест Лютий,Росіян в Донбасє нєт
Тату у тата,Орест Лютий,Росіян в Донбасє нєт
Гендерні війни,Орест Лютий,Гібридні війни
Україно,Орест Лютий,Росіян в Донбасє нєт
Буратіно,Орест Лютий,
Дума про колорадів,Орест Лютий,Гібридні війни
І знов татари сунуть на Кийов,Орест Лютий,Росіян в Донбасє нєт
Взорвали бюста,Орест Лютий,
Груди #6,Орест Лютий,
"Ах, Бандеро!",Орест Лютий,
120-й міномет,Орест Лютий,
Бухий гусар на БТР,Орест Лютий,
ПІСНЯ ПРО ПРОКУРОРА,Орест Лютий,
Лобкова воша,Орест Лютий,
