title,artist,spotify_artist,track_id,artist_id,duration_ms,track_popularity,album_id,album_name,album_release_date,total_tracks
Океан,Artem Pivovarov,Artem Pivovarov,7fzz43DW1XayqUu9OUrvHT,11sIz9STeD6yVSuBaD8nMW,275643,6,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Рандеву - Christmas Version,Artem Pivovarov,Artem Pivovarov,2FxM9Sdod2JYA1tXjoS8kd,11sIz9STeD6yVSuBaD8nMW,146249,11,1EVjUEatXHy3mWMu1mhuoU,Рандеву (Christmas Version),2021-12-22,1
Анна,Artem Pivovarov,Artem Pivovarov,3JfLI47QQnXxXJ9R4pSQu8,11sIz9STeD6yVSuBaD8nMW,214020,6,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Эластично,Artem Pivovarov,Artem Pivovarov,5h4vbM2GCca5TopTFG3jRb,11sIz9STeD6yVSuBaD8nMW,222000,4,36A2C27tLbYq3xhaulRiUr,Стихия огня,2017-12-01,10
Миру - мир!,Artem Pivovarov,Artem Pivovarov,3iNhSFHQVUXbmTB1E0n9Tg,11sIz9STeD6yVSuBaD8nMW,196000,4,36A2C27tLbYq3xhaulRiUr,Стихия огня,2017-12-01,10
Что ты имела в виду,Artem Pivovarov,Artem Pivovarov,3LITQaZzjjaeqidS2Jh4mH,11sIz9STeD6yVSuBaD8nMW,136000,4,36A2C27tLbYq3xhaulRiUr,Стихия огня,2017-12-01,10
Цунами,Artem Pivovarov,Artem Pivovarov,0euAzeeykuBQWevml24kIg,11sIz9STeD6yVSuBaD8nMW,313626,5,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Сойти с ума,Artem Pivovarov,Artem Pivovarov,3A9ShNuLGOwC5tzQZwY8Kg,11sIz9STeD6yVSuBaD8nMW,218000,6,4Iwu1iCCc3J3oYqtuDU8Uy,Стихия воды,2017-02-10,10
Міраж - Yampolsky Remix,Artem Pivovarov,Artem Pivovarov,1Jz4F1dslf1YNHrGlqwcNE,11sIz9STeD6yVSuBaD8nMW,135278,9,4AUw9hRAxE3v22S8MUdi6N,Міраж (Yampolsky Remix),2021-12-20,1
Космос,Artem Pivovarov,Artem Pivovarov,6lyacDiep7jbIa3VA1sF1f,11sIz9STeD6yVSuBaD8nMW,215066,5,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Блакить твоїх очей,Artem Pivovarov,Artem Pivovarov,7bLhjGB1CrRCCSlMhEGv5S,11sIz9STeD6yVSuBaD8nMW,215203,36,4NYbJJwI4ylj4DLOTuhD1E,"Твої Вірші, Мої Ноти PT.2",2024-11-29,17
Дежавю - Remix,Artem Pivovarov,Artem Pivovarov,6eEdxlqJah01QMWHkflR7k,11sIz9STeD6yVSuBaD8nMW,199024,16,10X1VQp8hqol33YW60ciUQ,Дежавю (Remix),2020-08-03,1
Суперники,Artem Pivovarov,Artem Pivovarov,729F4hKguFnv29y3JwTg3U,11sIz9STeD6yVSuBaD8nMW,204650,29,4NYbJJwI4ylj4DLOTuhD1E,"Твої Вірші, Мої Ноти PT.2",2024-11-29,17
Джунгли,Artem Pivovarov,Artem Pivovarov,2eFYloQ2erkRGz7EaXKQLY,11sIz9STeD6yVSuBaD8nMW,229024,5,4Iwu1iCCc3J3oYqtuDU8Uy,Стихия воды,2017-02-10,10
Серце,Artem Pivovarov,Artem Pivovarov,7DzHHwvgSJBicT0vV6QFiW,11sIz9STeD6yVSuBaD8nMW,176342,19,4NYbJJwI4ylj4DLOTuhD1E,"Твої Вірші, Мої Ноти PT.2",2024-11-29,17
Десь надходила весна,Artem Pivovarov,Artem Pivovarov,7vYzLQ8ivFstxU920Eywgv,11sIz9STeD6yVSuBaD8nMW,158275,20,4NYbJJwI4ylj4DLOTuhD1E,"Твої Вірші, Мої Ноти PT.2",2024-11-29,17
Mater Dolorosa,Artem Pivovarov,Artem Pivovarov,1p2epBWPLbrtnJ4hwmlvDu,11sIz9STeD6yVSuBaD8nMW,112641,17,4NYbJJwI4ylj4DLOTuhD1E,"Твої Вірші, Мої Ноти PT.2",2024-11-29,17
Мы молоды,Artem Pivovarov,Artem Pivovarov,7if7SpBwq3InOUQmEJYAd8,11sIz9STeD6yVSuBaD8nMW,225581,2,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Нирвана,Artem Pivovarov,Artem Pivovarov,6A8AQVSnd4OHFeSukErCLw,11sIz9STeD6yVSuBaD8nMW,207877,4,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Выдыхай,Artem Pivovarov,Artem Pivovarov,1wOvVumxV5zCoyxbTRpyKd,11sIz9STeD6yVSuBaD8nMW,206818,4,0YsnO662yMAjaOa99vxBug,Океан,2015-08-31,11
Сидативи,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2AAYdx4XXaFd6JEWbdhZal,4AupETQEHkWQL9H3O6f9h8,140000,46,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
ДРУГ,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,4P8VJSrDXDYZrmNOJtnVL3,4AupETQEHkWQL9H3O6f9h8,195000,34,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
Запам'ятай мої рядки,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,0ntiYlSYPru1ceh7qYk1PZ,4AupETQEHkWQL9H3O6f9h8,136000,36,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
СМУГА,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,6KmP4wjrfMeoxxWPL6L8Zx,4AupETQEHkWQL9H3O6f9h8,206000,36,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
RAGDOLL,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2sQTrJjYcxJIHUOHVwCkh9,4AupETQEHkWQL9H3O6f9h8,122322,33,5O5NieDW4z1BDtY5FEhrf3,RAGDOLL,2023-03-03,1
Силуети,СТРУКТУРА ЩАСТЯ,SadSvit,61BaxM1NIcadLu3gtWm2uT,2ojY7fXJxZQhg8Rx5e8h9G,177346,61,40R8mdc7vde5T0j3HxlAln,Силуети,2022-10-28,1
ГОРИЩЕ,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,48pdjKvOw90jnRIL90LIxj,4AupETQEHkWQL9H3O6f9h8,182222,36,35ovIhRJolZuUTqFa6kXjL,СИСТЕМА ГОРЯ,2022-12-01,5
ДТП,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2YqlG1c6Vu4ezqj0k9sKqg,4AupETQEHkWQL9H3O6f9h8,184000,33,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
СИЛУЕТИ - Апатія Remix,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,7EbS93HCklBNflPfv82mvH,4AupETQEHkWQL9H3O6f9h8,162580,38,35ovIhRJolZuUTqFa6kXjL,СИСТЕМА ГОРЯ,2022-12-01,5
Біль від дотиків,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,3TXWAvMTSbYhcZBgbQhfo9,4AupETQEHkWQL9H3O6f9h8,155250,27,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
СУМ І ГНІВ,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2GrPa76lV6Qu8NGNXzNV5N,4AupETQEHkWQL9H3O6f9h8,171428,35,35ovIhRJolZuUTqFa6kXjL,СИСТЕМА ГОРЯ,2022-12-01,5
Мандарина 2023,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,5vBAVOHFKvn3UvO3mEfn5e,4AupETQEHkWQL9H3O6f9h8,190736,37,7I680XhLLEkKcgsiB44IkZ,Мандарина 2023,2022-12-31,1
Ти не встиг,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,0DOyabpa7L5uam9wOhsum8,4AupETQEHkWQL9H3O6f9h8,174624,28,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
ВОВК,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,55ZBYoYJOdOl4DT9j6uEGj,4AupETQEHkWQL9H3O6f9h8,136125,30,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
ДІМ,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,1PDzCiUlrCcU4wvD8BTB6z,4AupETQEHkWQL9H3O6f9h8,167000,25,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
МОР,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,5NL1xOyRHPiSgtJlGEARkD,4AupETQEHkWQL9H3O6f9h8,132000,23,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
Сам собі кара,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2HkK65o42RtANo7NwoQxZG,4AupETQEHkWQL9H3O6f9h8,181000,27,5t1PHTeEJCafDlq9lgcnBg,СМУГА,2022-08-26,9
Адренохром,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,0ddzHKBn9iN9Hyw4pdol3j,4AupETQEHkWQL9H3O6f9h8,153000,29,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
ТРУХА,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2GvXnNk36CIAjyDZwjCVt8,4AupETQEHkWQL9H3O6f9h8,159692,30,35ovIhRJolZuUTqFa6kXjL,СИСТЕМА ГОРЯ,2022-12-01,5
WEB-CUM,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2KpIoCrfSmjfDkMCVcATz1,4AupETQEHkWQL9H3O6f9h8,147692,26,35ovIhRJolZuUTqFa6kXjL,СИСТЕМА ГОРЯ,2022-12-01,5
Нема крові,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,4thx63rNezEMS4oLqjukts,4AupETQEHkWQL9H3O6f9h8,150218,26,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
ТРИГЕР,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,3HqWuiU5gVA1OvFLVRUna2,4AupETQEHkWQL9H3O6f9h8,190000,27,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
Чи знаєш ти?,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,3EdX9ESe32X7HdskrzWcAH,4AupETQEHkWQL9H3O6f9h8,174218,23,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
Мʼясо-фестиваль,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,3wScAx9D8x0I0naEha7z9m,4AupETQEHkWQL9H3O6f9h8,151375,25,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
Глузд,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,43qjkWxW2anj0BCkFgfhqR,4AupETQEHkWQL9H3O6f9h8,178289,23,0NrFZtznfZ9cpFQS4cImQ9,ВОВК,2023-10-13,8
Тривожний - Extended Version,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,1tdrWNlqTM0HgXlXtCqtEs,4AupETQEHkWQL9H3O6f9h8,163907,26,3zSZmZsFb91EjRb6BicuFq,Що спільного між вороном і кроликом?,2024-11-08,4
Амбівалентний,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,1lfupPeDhugwiT00Citb0q,4AupETQEHkWQL9H3O6f9h8,139343,27,3zSZmZsFb91EjRb6BicuFq,Що спільного між вороном і кроликом?,2024-11-08,4
Тривожний,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,1tdrWNlqTM0HgXlXtCqtEs,4AupETQEHkWQL9H3O6f9h8,163907,26,3zSZmZsFb91EjRb6BicuFq,Що спільного між вороном і кроликом?,2024-11-08,4
Уникаючий,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,2oX7yZFQZdFWnY2Ws0kohO,4AupETQEHkWQL9H3O6f9h8,154392,27,3zSZmZsFb91EjRb6BicuFq,Що спільного між вороном і кроликом?,2024-11-08,4
ДРУГ - XenjeS Remix,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,0JX0BeZeWpZfYmMbAhCdC8,4AupETQEHkWQL9H3O6f9h8,207272,16,3AN1cICMOqUfIwDjCkGhPJ,ДРУГ (XenjeS Remix),2023-07-14,1
Надійний,СТРУКТУРА ЩАСТЯ,СТРУКТУРА ЩАСТЯ,54RNRz1N8QUgIf9WgsgITn,4AupETQEHkWQL9H3O6f9h8,136156,24,3zSZmZsFb91EjRb6BicuFq,Що спільного між вороном і кроликом?,2024-11-08,4
Ліпший день,СТРУКТУРА ЩАСТЯ,Апатія,7rIZorraHeITjUAmImDerJ,2bkZ1uaI06UpTuDchPk8bE,157342,37,66p5oGKZ0XFCYLLgtsIEex,Кращий час для зустрічі - ніколи,2022-12-09,7
Трохи про нас,СТРУКТУРА ЩАСТЯ,Sad Novelist,710vkKWqceHnx3QtRdvim1,4rOBmdIdNqYrYSRea6iYrh,124888,23,5sEqxk5w7VDONmFcrfpift,Ближче,2023-04-07,4
Пароль до ї' губ,СТРУКТУРА ЩАСТЯ,Sad Novelist,4W3zvFwAT64qTgO5aPIEfH,4rOBmdIdNqYrYSRea6iYrh,144000,21,5sEqxk5w7VDONmFcrfpift,Ближче,2023-04-07,4
Забудь мене,СТРУКТУРА ЩАСТЯ,Sad Novelist,4JhjwY6gXV8GMyUOWCPGe0,4rOBmdIdNqYrYSRea6iYrh,121624,27,5sEqxk5w7VDONmFcrfpift,Ближче,2023-04-07,4
Ближче,СТРУКТУРА ЩАСТЯ,Sad Novelist,2gxmJ5wmkM4qgrM5RmdEpO,4rOBmdIdNqYrYSRea6iYrh,152285,30,5sEqxk5w7VDONmFcrfpift,Ближче,2023-04-07,4
В країні ілюзій,Димна Суміш,Dymna Sumish,3309zG9J8TZ4XM8n0gZb5c,6C60iqeAUNMFlv7guRe4tS,200805,27,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Кожної весни,Димна Суміш,Dymna Sumish,08uum9NN8EtSfxDxKjZ2oq,6C60iqeAUNMFlv7guRe4tS,177077,30,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Океан,Димна Суміш,Dymna Sumish,6BFImsYfyfNlIMSbhS8IP5,6C60iqeAUNMFlv7guRe4tS,248467,15,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Ні,Димна Суміш,Dymna Sumish,0nNDyAVqiJZ5LOeW7blTTf,6C60iqeAUNMFlv7guRe4tS,166425,11,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Танцюй танцюй,Димна Суміш,Dymna Sumish,7z10xIADADiwbMjv5XmD6v,6C60iqeAUNMFlv7guRe4tS,211925,24,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Кращий друг самурая,Димна Суміш,Dymna Sumish,4BSrwkCeSrip0YIHMfxSWP,6C60iqeAUNMFlv7guRe4tS,245902,21,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Листи,Димна Суміш,Dymna Sumish,57VbViycZjw3pZJyilvxJc,6C60iqeAUNMFlv7guRe4tS,248480,10,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Школа,Димна Суміш,Dymna Sumish,3b5xiCS1fIVfeBLrVssFTd,6C60iqeAUNMFlv7guRe4tS,169400,16,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Сльози,Димна Суміш,Dymna Sumish,6YXrs30DBbpxodNT5Jv8zo,6C60iqeAUNMFlv7guRe4tS,228107,8,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Шукай,Димна Суміш,Dymna Sumish,4MATYKdciUaIDqoGxMIpHw,6C60iqeAUNMFlv7guRe4tS,255834,8,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Карма,Димна Суміш,Dymna Sumish,5O0kXDqBFhmTTKnl2Crjgl,6C60iqeAUNMFlv7guRe4tS,158592,12,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Стіна,Димна Суміш,Dymna Sumish,5GksRFtZPI2nB9Dy51t5lT,6C60iqeAUNMFlv7guRe4tS,191916,16,2buXnwko1Q6JcCbb5R3pz8,Стіна,2001-06-30,1
Молоток,Димна Суміш,Dymna Sumish,2cZXee7gAIz0XmbRCJhuzE,6C60iqeAUNMFlv7guRe4tS,216000,10,3SDduApaRTfo0IMpQn0BLW,Молоток,2023-09-04,1
Психоделічні краї,Димна Суміш,Dymna Sumish,3qUSmVMNUxFU6YBEUMRZXB,6C60iqeAUNMFlv7guRe4tS,268254,15,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Герой,Димна Суміш,Dymna Sumish,6qk72LzW9gs6ua00XVeTmr,6C60iqeAUNMFlv7guRe4tS,212000,19,52XrGxai00uiV5j5NH0srU,Герой,2023-11-09,1
Разом,Димна Суміш,Dymna Sumish,6Lddzo57pXYNv3qloia6rE,6C60iqeAUNMFlv7guRe4tS,227090,7,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
Геть,Димна Суміш,Dymna Sumish,7EFQLeVHjefRNcL2atRfWS,6C60iqeAUNMFlv7guRe4tS,239413,12,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Друг повернись,Димна Суміш,Dymna Sumish,6IAcnnZrBGufw6HO96SxoM,6C60iqeAUNMFlv7guRe4tS,208325,9,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Я один,Димна Суміш,Dymna Sumish,2N2Mnq7foiNj07nZx8QnG2,6C60iqeAUNMFlv7guRe4tS,231690,10,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Земля-небо,Димна Суміш,Dymna Sumish,4DmkWPB6UVYFFruLrsEXBh,6C60iqeAUNMFlv7guRe4tS,127385,11,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Бийся за життя,Димна Суміш,Dymna Sumish,6D467to6K8v0engwBgQ7Sm,6C60iqeAUNMFlv7guRe4tS,234715,12,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Згадуй бійся плач і зви,Димна Суміш,Dymna Sumish,2mtWyz5HoX5YNlUccR6IyJ,6C60iqeAUNMFlv7guRe4tS,224325,17,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Хіппі,Димна Суміш,Dymna Sumish,4o2vlOdVOqpS6jnmY2PMuc,6C60iqeAUNMFlv7guRe4tS,56613,6,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Вкрай стомлений,Димна Суміш,Dymna Sumish,50SYje3kcGu01MBQce9e5Q,6C60iqeAUNMFlv7guRe4tS,161093,9,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Інший світ,Димна Суміш,Dymna Sumish,7klonlcZnUdYFUTiZFq09l,6C60iqeAUNMFlv7guRe4tS,196347,8,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Все в його руках,Димна Суміш,Dymna Sumish,5tPTOduM20pWM9UrBrriwL,6C60iqeAUNMFlv7guRe4tS,203287,10,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
На ножах,Димна Суміш,Dymna Sumish,4ZXnnnCw5KoFWu1giAuSrL,6C60iqeAUNMFlv7guRe4tS,264453,11,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Говінда,Димна Суміш,Dymna Sumish,7i7jDEjxZdTmzflD234M4U,6C60iqeAUNMFlv7guRe4tS,209813,6,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
Певно,Димна Суміш,Dymna Sumish,34Pockv4BIAU6GWT3jYwlB,6C60iqeAUNMFlv7guRe4tS,241440,7,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
Протидія,Димна Суміш,Dymna Sumish,0BFT4tWbhJLyYrwAsujxzj,6C60iqeAUNMFlv7guRe4tS,247307,7,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
Ти живий,Димна Суміш,Dymna Sumish,7HVNVJYs8anPvvsyqB1Oet,6C60iqeAUNMFlv7guRe4tS,211880,7,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
Р`н`р,Димна Суміш,Dymna Sumish,0MtPr8uVfUJLczM8Ye6GRJ,6C60iqeAUNMFlv7guRe4tS,198600,12,5qL9eB0ay3tvZJKYxQ3vM0,В Країні Ілюзій,2008-04-20,13
Жити знову,Димна Суміш,Dymna Sumish,0QWFj90RsAJinbH2cJDkDp,6C60iqeAUNMFlv7guRe4tS,115985,6,0lwUIrFpbk7quHwc45RwNK,Ти живий,2005,9
До побачення,Димна Суміш,Dymna Sumish,2sLWQbSfptzOhPQEFJi3RX,6C60iqeAUNMFlv7guRe4tS,198375,18,02ivTPe4Lov9SJjnfzcZ0F,"До побачення, кохання",2023-12-22,1
Птах,Димна Суміш,Dymna Sumish,4liWO9lFlN4joP29pOCqhl,6C60iqeAUNMFlv7guRe4tS,207991,24,3f9bALE6pfvzVekYxiOFjs,Птах,2024-02-23,1
Кiнцева,Димна Суміш,Dymna Sumish,17hgW6UxUThYY1kgZC4ts9,6C60iqeAUNMFlv7guRe4tS,45152,4,5g45dudFNUQNVh4bHATzu0,Димна суміш,2009-12-03,15
Були на селi,Воплі Відоплясова,Vopli Vidopliassova,4I5AkPahuT6eyrPvZe0gTS,5qgeG4MsrfCsA6ETMyqprD,209920,25,1a4qkUjssJcEATPsFAuaXG,Хвилі амура,2000-03-15,16
Попс,Воплі Відоплясова,Vopli Vidopliassova,0RmVrmzjhj8lPMvU22hGnP,5qgeG4MsrfCsA6ETMyqprD,216213,6,28IxVJoWBOBMG3EXFIXmXw,Fayno,2007-03-15,15
Обернись,Воплі Відоплясова,Vopli Vidopliassova,05KOfXC2KJnBzmRtU5W0cg,5qgeG4MsrfCsA6ETMyqprD,329986,6,1a4qkUjssJcEATPsFAuaXG,Хвилі амура,2000-03-15,16
Розмова з махатмою,Воплі Відоплясова,Vopli Vidopliassova,0A3OSwIJW8pQe2J613ha2S,5qgeG4MsrfCsA6ETMyqprD,281373,3,1a4qkUjssJcEATPsFAuaXG,Хвилі амура,2000-03-15,16
Галелуя,Воплі Відоплясова,Vopli Vidopliassova,6CgbycBfti8vDIHBl8kGWk,5qgeG4MsrfCsA6ETMyqprD,139466,5,6JR2qLrN9H6OYcNnSoSEME,Найкраще,2004-08-08,16
Ты ушел,Воплі Відоплясова,Vopli Vidopliassova,3G9OF01Eyn5ISeDE9aX6Mw,5qgeG4MsrfCsA6ETMyqprD,220520,4,6JR2qLrN9H6OYcNnSoSEME,Найкраще,2004-08-08,16
Я прошу,Воплі Відоплясова,Vopli Vidopliassova,1ykfaVJjZ9msSVPjTmtb43,5qgeG4MsrfCsA6ETMyqprD,130466,1,29okMwqBsnGXpoFjuuGdSR,Любов,1998-07-15,5
Знову зима,Воплі Відоплясова,Vopli Vidopliassova,2TPaN5f3fUmKzvfD83jauS,5qgeG4MsrfCsA6ETMyqprD,95813,1,6QIU4RS4Dr4JbTaIG50wh9,Збiрка танцювальна,2007-10-10,12
Легенда про кохання,Воплі Відоплясова,Vopli Vidopliassova,3J6q07mzAcyTAWehid7QKF,5qgeG4MsrfCsA6ETMyqprD,104666,3,5pWMYKXpoZXfz5JnUYT8Ky,Країна Мрiй,1997-08-11,17
Знайди мене,Klavdia Petrivna,Klavdia Petrivna,1GUQJU4M76atFmI5Yu9I8i,5BwbVAdT6rFF2vGVE8su2y,150723,57,1ayGglzj3DtVKaSeRaJTsB,Бережи мене,2023-09-22,4
Я тобі брехала,Klavdia Petrivna,Klavdia Petrivna,2CKbBBLXXWqTopO1vvS8y1,5BwbVAdT6rFF2vGVE8su2y,137714,58,1EGq8SnVjptwhv2N61tqvG,Я тобі брехала,2024-02-13,1
Я щаслива - Лікарі кажуть,Klavdia Petrivna,Klavdia Petrivna,3cBlLBa7RCcSBBF48fjaWO,5BwbVAdT6rFF2vGVE8su2y,121666,53,1ayGglzj3DtVKaSeRaJTsB,Бережи мене,2023-09-22,4
Імператори,Klavdia Petrivna,Klavdia Petrivna,2l9nxhM6dQ9YflZvQkzoqo,5BwbVAdT6rFF2vGVE8su2y,141230,48,6PS0tASdpku8PNqmNLWpfQ,Імператори,2023-10-13,1
Хто ти,Klavdia Petrivna,Klavdia Petrivna,1HL5Kg5Yj5hdGM3opX1Ech,5BwbVAdT6rFF2vGVE8su2y,134488,53,1ayGglzj3DtVKaSeRaJTsB,Бережи мене,2023-09-22,4
Бережи мене,Klavdia Petrivna,Klavdia Petrivna,2bAkD52bl7iZMNFYJJMJ1G,5BwbVAdT6rFF2vGVE8su2y,120294,43,1ayGglzj3DtVKaSeRaJTsB,Бережи мене,2023-09-22,4
Їде дах,Klavdia Petrivna,Klavdia Petrivna,7bBZdL9ZTDKbNN7J1Alla4,5BwbVAdT6rFF2vGVE8su2y,180000,57,5aHW08dm8AyF8HG8YaV7co,Їде дах,2024-08-13,8
Театр,Klavdia Petrivna,Klavdia Petrivna,6iNsAoVPOnC2ikhnNygKQM,5BwbVAdT6rFF2vGVE8su2y,148793,54,3QUELlNOTE0RUqLnINCzIB,Театр,2024-06-14,1
Знайди мене - KAVA Remix,Klavdia Petrivna,Klavdia Petrivna,0QcbtbDdXDMVgL9Qrjz7oh,5BwbVAdT6rFF2vGVE8su2y,138214,44,3yzTEBIYNCayeuTxELtxGY,Знайди мене (KAVA remix),2023-10-15,1
Уже світає,Klavdia Petrivna,Klavdia Petrivna,3INW9WDGRlu2dJbaQmgce5,5BwbVAdT6rFF2vGVE8su2y,133187,40,5lRcRTHpjKUH8Yv7VzI4HW,Уже світає,2023-11-15,1
Дочка самурая,Klavdia Petrivna,Klavdia Petrivna,0PHIEfGK9V8eGQN5M400mr,5BwbVAdT6rFF2vGVE8su2y,128606,45,56gmtW6l2GXFMDPHBy4sMf,Зима,2023-12-08,4
Чорні Білі,Klavdia Petrivna,Klavdia Petrivna,2vCgOOUaZM8aBpvBUxCOa8,5BwbVAdT6rFF2vGVE8su2y,135816,42,3yw3h9RcPafEIykpLROZQd,Чорні білі,2023-12-31,1
Тишина,Klavdia Petrivna,Klavdia Petrivna,2oyBKU1CJwLDjlgkTrFXt4,5BwbVAdT6rFF2vGVE8su2y,82363,35,56gmtW6l2GXFMDPHBy4sMf,Зима,2023-12-08,4
Сніг,Klavdia Petrivna,Klavdia Petrivna,4aZzqw6ce3P1RyhWQUvPQT,5BwbVAdT6rFF2vGVE8su2y,160000,36,3pr62ruayDcbvs2MqpVyg2,Сніг,2024-01-01,1
Грудень,Klavdia Petrivna,Klavdia Petrivna,582IKg0k52Cvjl9ROP4QW8,5BwbVAdT6rFF2vGVE8su2y,109044,34,56gmtW6l2GXFMDPHBy4sMf,Зима,2023-12-08,4
Барон,Klavdia Petrivna,Klavdia Petrivna,2pZzobuoLNxLsMmbozZo15,5BwbVAdT6rFF2vGVE8su2y,166500,49,5aHW08dm8AyF8HG8YaV7co,Їде дах,2024-08-13,8
