title,artist,spotify_artist,track_id,artist_id,duration_ms,track_popularity,album_id,album_name,album_release_date,total_tracks
Звільни себе,Серцевий Напад,Серцевий Напад,26EG2O6XLrFIpbZSXUx0xW,79eVJEoaPboaqHcdai3Wy5,168306,0,5SD8QPLHLpaRVHX7zAyDgw,Борись за надію,2017-06-23,15
Лента за лентою,Серцевий Напад,Серцевий Напад,2yByXJgYINe6RttAPDfP8j,79eVJEoaPboaqHcdai3Wy5,149524,7,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Прокидайся,Серцевий Напад,Серцевий Напад,7kArYj4NC2R2mrQwyh5PYP,79eVJEoaPboaqHcdai3Wy5,190693,0,2Jh4wx2IfEKoIbPa6S0men,Прокидайся,2018-06-22,2
Стереозвук,Серцевий Напад,Серцевий Напад,4J9yUadyIyclK9VSnK12Y5,79eVJEoaPboaqHcdai3Wy5,219977,0,2Jh4wx2IfEKoIbPa6S0men,Прокидайся,2018-06-22,2
Пєрємєн,Серцевий Напад,Серцевий Напад,30hG6NuHLdqxq3C4PKs8fK,79eVJEoaPboaqHcdai3Wy5,256888,2,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Панк гьол,Серцевий Напад,Серцевий Напад,1QHVOxOxWvDJ5F3NZrIS8h,79eVJEoaPboaqHcdai3Wy5,126197,1,7rnV6umtAUJhoScho0VclR,Дорослі діти,2017-06-28,16
Гори!,Серцевий Напад,Серцевий Напад,1Gg1YJw8nLgZJ7VJl3lea4,79eVJEoaPboaqHcdai3Wy5,291030,2,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Телефонуй!,Серцевий Напад,Серцевий Напад,6zvIXkFpAOufvcQzwF4EQ2,79eVJEoaPboaqHcdai3Wy5,252604,0,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Досить!,Серцевий Напад,Серцевий Напад,1JLqe624rvVSTDUbi8BGDy,79eVJEoaPboaqHcdai3Wy5,178599,1,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
5 хвилин,Серцевий Напад,Серцевий Напад,1BSQ9ieURDA13z156PGyVm,79eVJEoaPboaqHcdai3Wy5,249782,0,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Такфак,Серцевий Напад,Серцевий Напад,0d7tMVv6OqNwHDY36pjEzE,79eVJEoaPboaqHcdai3Wy5,111830,1,7rnV6umtAUJhoScho0VclR,Дорослі діти,2017-06-28,16
перед війною)),Серцевий Напад,Серцевий Напад,39xrzW330UPnO0DKUiDoRD,79eVJEoaPboaqHcdai3Wy5,181080,1,7rnV6umtAUJhoScho0VclR,Дорослі діти,2017-06-28,16
Судний день,Серцевий Напад,Серцевий Напад,3YPUIsEZ0PURga1wMRDdXo,79eVJEoaPboaqHcdai3Wy5,210024,0,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Сім'я,Серцевий Напад,Серцевий Напад,6dzYgQ4cd6ena3WioyZWgo,79eVJEoaPboaqHcdai3Wy5,241946,0,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Ок,Серцевий Напад,Серцевий Напад,5c49uPdTfRzKejz1p5uIOo,79eVJEoaPboaqHcdai3Wy5,155141,1,4ef6vR6kr3XWMpkzenJrkR,Телефонуй!,2019-04-07,11
Діайвай,Серцевий Напад,Серцевий Напад,0LHYN4d6X6h5ElyiV8v66T,79eVJEoaPboaqHcdai3Wy5,176352,1,7rnV6umtAUJhoScho0VclR,Дорослі діти,2017-06-28,16
Щіт,Серцевий Напад,Серцевий Напад,56YhodsU9s3SNtxDHMtcIb,79eVJEoaPboaqHcdai3Wy5,177920,0,7rnV6umtAUJhoScho0VclR,Дорослі діти,2017-06-28,16
Борись за надію,Серцевий Напад,Серцевий Напад,2V4kKdEXrfN4Eu2GaBUjNF,79eVJEoaPboaqHcdai3Wy5,64026,0,5SD8QPLHLpaRVHX7zAyDgw,Борись за надію,2017-06-23,15
Вступ,Серцевий Напад,Серцевий Напад,7vErFoyr6EzyVE0ztS4DFw,79eVJEoaPboaqHcdai3Wy5,43546,0,2WUnOrJKh5axxqu2POzgJ7,Голден щітс,2017-06-29,12
Вейкап,Серцевий Напад,Серцевий Напад,0bTXOmOMzXohdypGAsSwz2,79eVJEoaPboaqHcdai3Wy5,163056,0,5SD8QPLHLpaRVHX7zAyDgw,Борись за надію,2017-06-23,15
Фаст фуд,Серцевий Напад,Серцевий Напад,1ofJ1UarmfqVO3h3AuEGw8,79eVJEoaPboaqHcdai3Wy5,125648,0,5SD8QPLHLpaRVHX7zAyDgw,Борись за надію,2017-06-23,15
Росіян в Донбасє нєт,Орест Лютий,Орест Лютий,5oQbogPBRt7WJO1cFKPzq9,655J8cBzZbo4IZmMuQejM2,238404,31,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
"Я, кум, дві лопати",Орест Лютий,Орест Лютий,3ET2bRGXYwq6O87RAUPOyG,655J8cBzZbo4IZmMuQejM2,158285,22,1J3ZqcdAiLBFChsIS53Od7,"Я, кум, дві лопати",2022-09-21,1
Перехрестись на сонце,Орест Лютий,Орест Лютий,3VFtiecRqpC93Xd4b6dXwR,655J8cBzZbo4IZmMuQejM2,209510,23,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
А тєло пєло,Орест Лютий,Орест Лютий,0cseYYLNZjMYpmDLxOdVrc,655J8cBzZbo4IZmMuQejM2,297460,23,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
ХУЯК,Орест Лютий,Орест Лютий,3stkEX3ZXqZRJ1srnSLLXv,655J8cBzZbo4IZmMuQejM2,507990,14,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Котлети з онука,Орест Лютий,Орест Лютий,5fySGnSWyLGd2uUUilpmyH,655J8cBzZbo4IZmMuQejM2,362498,15,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Катя-ватніца,Орест Лютий,Орест Лютий,6ygrWUL7fkUQqUG5l7g6O8,655J8cBzZbo4IZmMuQejM2,268221,19,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Колише вітер тушки гопоти,Орест Лютий,Орест Лютий,04Q81Hya0IR2FjqUQTIovD,655J8cBzZbo4IZmMuQejM2,272980,9,1o1wWi6FQyso4nK8zsgcXP,Колише вітер тушки гопоти,2022-01-25,1
Приватний підприємець,Орест Лютий,Орест Лютий,7oMi7fPExy6LTGuuoc2402,655J8cBzZbo4IZmMuQejM2,227212,19,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Земле моя,Орест Лютий,Орест Лютий,3NgmrdSD9zB0lRZViYQwLJ,655J8cBzZbo4IZmMuQejM2,157647,13,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Цвіте бавовна,Орест Лютий,Орест Лютий,67wm8KJ9fWywkBCNtv0kmu,655J8cBzZbo4IZmMuQejM2,157659,21,3IVeV0BTUhPQPVWfnjHPsg,Цвіте бавовна,2022-11-11,1
А дамі хочеться їбаться,Орест Лютий,Орест Лютий,1OE5LLEpUIocITC7ReSKpA,655J8cBzZbo4IZmMuQejM2,423005,8,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Балаклавочка,Орест Лютий,Орест Лютий,0uos2apPjod8zjOPZ9UHzG,655J8cBzZbo4IZmMuQejM2,134544,8,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Айфонський старець,Орест Лютий,Орест Лютий,07Xcy5DofljAGBPjPQtGVQ,655J8cBzZbo4IZmMuQejM2,718739,10,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Азовська тачанка,Орест Лютий,Орест Лютий,6OePTor0JyHfz9w8lrICeU,655J8cBzZbo4IZmMuQejM2,336662,14,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
БДЖУЛИ,Орест Лютий,Орест Лютий,2Ne2Xh7nd9wPDEWFy5nyGp,655J8cBzZbo4IZmMuQejM2,197419,6,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Маршрутка на Волноваху,Орест Лютий,Орест Лютий,3utdAnyUQQe5H2oG8Vjn39,655J8cBzZbo4IZmMuQejM2,465057,10,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Вічний жид - антисеміт,Орест Лютий,Орест Лютий,764yVhgMwou1MKREJBOHSP,655J8cBzZbo4IZmMuQejM2,385994,11,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
НАХЄРА,Орест Лютий,Орест Лютий,2PF0iH8XfSs7nvJ525QIQP,655J8cBzZbo4IZmMuQejM2,496983,6,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Побєдораси побєди,Орест Лютий,Орест Лютий,2EV12Th8d3LyFglmg0hr7J,655J8cBzZbo4IZmMuQejM2,249750,9,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Тату у тата,Орест Лютий,Орест Лютий,3OQLMwL6XOR8cFSCSiM5Jn,655J8cBzZbo4IZmMuQejM2,263397,7,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Гендерні війни,Орест Лютий,Орест Лютий,1xTq28e6p9zsGaYhghIH62,655J8cBzZbo4IZmMuQejM2,408011,6,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
Україно,Орест Лютий,Орест Лютий,63Qo8O1NCa99XxCNnvNR7b,655J8cBzZbo4IZmMuQejM2,240464,8,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
Дума про колорадів,Орест Лютий,Орест Лютий,0elqI1r2vZ1ymQJN7CrOpy,655J8cBzZbo4IZmMuQejM2,482009,8,6Y1Eyboe4z44MkQLJwC9md,Гібридні війни,2019-05-24,10
І знов татари сунуть на Кийов,Орест Лютий,Орест Лютий,0pJUFGjwUbuCcGw8VFmdrY,655J8cBzZbo4IZmMuQejM2,176812,7,5AJcfZej9KiYiBUR18IBiO,Росіян в Донбасє нєт,2016-01-01,15
120-й міномет,Орест Лютий,Орест Лютий,7aFPgwOgiyTiAqxbc15lLC,655J8cBzZbo4IZmMuQejM2,137684,17,2GoktGKAvajZj7WRDuTvsb,120-й міномет,2023-04-17,1
Бухий гусар на БТР,Орест Лютий,Орест Лютий,7DgmL3eG3ZAaqpCLZPCqal,655J8cBzZbo4IZmMuQejM2,221052,11,4JDZiN3FUOHtbNgVvwVPqj,Бухий гусар на БТР,2022-11-11,1
ПІСНЯ ПРО ПРОКУРОРА,Орест Лютий,Орест Лютий,0NyKu6pVoXMLVrQpk97b0o,655J8cBzZbo4IZmMuQejM2,230377,11,3kI4KADWSibMyx5SZm9vwU,Пісня про прокурора,2023-04-17,1
Лобкова воша,Орест Лютий,Орест Лютий,2C8RFhXJUACuBEVFCIudof,655J8cBzZbo4IZmMuQejM2,140645,5,2e48p9synt9vBmNJ6vflXn,Лобкова воша,2023-04-17,1
Позивний Ібачу,Орест Лютий,Орест Лютий,4HMmZwFwgGHpR2hC3GxiKg,655J8cBzZbo4IZmMuQejM2,138644,12,5UicVfsvNEAXWMop8ZroX8,Позивний Ібачу,2024-05-30,1
Чорноморські бички,Орест Лютий,Орест Лютий,5xK05vuA0LKoSsahqoKGtl,655J8cBzZbo4IZmMuQejM2,278769,9,4moqEQ7iHoZLsWMnJxyXoT,Чорноморські бички,2023-04-17,1
Бах від СБУ,Орест Лютий,Орест Лютий,1DTPtewVn44lm6vO9wijgP,655J8cBzZbo4IZmMuQejM2,166000,7,5xO4PZWTku9Kymakirtj4G,Бах від СБУ,2024-05-10,1
"Добрий ранок, Україно",Нумер 482,Нумер 482,5YZNLIF1saO6y3T8FaQoom,40aLItyfTfljra9lftpcWh,204878,47,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Триллер,Нумер 482,Нумер 482,5iCpEDiAnfjKw2msrmQz4o,40aLItyfTfljra9lftpcWh,193410,20,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Не напишу,Нумер 482,Нумер 482,1jO30OK6B1k0JYNGBlpXxQ,40aLItyfTfljra9lftpcWh,180297,4,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Серце,Нумер 482,Нумер 482,1a28lorstYOf7qiSfRIkar,40aLItyfTfljra9lftpcWh,281155,6,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Інтуіція,Нумер 482,Нумер 482,14t25CoOxcuVtAVIRchqjX,40aLItyfTfljra9lftpcWh,217887,2,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Важлива,Нумер 482,Нумер 482,3lIyhwiKiiEiJF3gvCSfM1,40aLItyfTfljra9lftpcWh,232131,32,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Ні,Нумер 482,Нумер 482,1PWkjJT7U7O2AtOpbx5lM1,40aLItyfTfljra9lftpcWh,362475,1,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Радіо твоє,Нумер 482,Нумер 482,5whActGu1jzzQ2mrWwWg9e,40aLItyfTfljra9lftpcWh,223817,2,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Вампіри,Нумер 482,Нумер 482,5dztld1kp7apXlhSfQumor,40aLItyfTfljra9lftpcWh,146390,4,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
КОЛИ ВОНА ПОРУЧ,Нумер 482,Нумер 482,5TuzJbWxj8Pq49NgjFgjO1,40aLItyfTfljra9lftpcWh,164328,14,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Хочу,Нумер 482,Нумер 482,47UnKeNwaenh075sJjDsJy,40aLItyfTfljra9lftpcWh,251376,2,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Не забувай,Нумер 482,Нумер 482,1vmXWHvDbpaLT0gA1wnHeV,40aLItyfTfljra9lftpcWh,209789,3,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Венера з марсом,Нумер 482,Нумер 482,6pO7eZitWMh3Rs2OepTKN3,40aLItyfTfljra9lftpcWh,188656,2,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Стрибай,Нумер 482,Нумер 482,1ICzDuWZe4Qq8BA84aHdaO,40aLItyfTfljra9lftpcWh,225384,0,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Очі,Нумер 482,Нумер 482,3yZyE3IWDECZLbpdWF1h1U,40aLItyfTfljra9lftpcWh,228884,0,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Не мовчи,Нумер 482,Нумер 482,1V2BRNj8W9eZsQy2htURCE,40aLItyfTfljra9lftpcWh,210416,0,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Паперове кохання,Нумер 482,Нумер 482,3DvCAwFidE8F2Ek2azXkVF,40aLItyfTfljra9lftpcWh,225018,1,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
"Він, вона",Нумер 482,Нумер 482,5Frlvi6OAlTodRmUaSoLIl,40aLItyfTfljra9lftpcWh,266840,2,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Ти зі мною,Нумер 482,Нумер 482,2CP08CnzgRe8V2yUnwVWNc,40aLItyfTfljra9lftpcWh,201508,1,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Може відбутись,Нумер 482,Нумер 482,6HYJoRy4X4k8nAnwuxRJgw,40aLItyfTfljra9lftpcWh,236852,1,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Краплі та скло,Нумер 482,Нумер 482,3jiCOOf7AzH7mdVxHIuj4J,40aLItyfTfljra9lftpcWh,245760,0,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Невдаха,Нумер 482,Нумер 482,1nVIDn4E1yuHb22Ish1ehH,40aLItyfTfljra9lftpcWh,221178,0,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Любові мало,Нумер 482,Нумер 482,4IVJQ9W6nTJvaL9dPXZjZ3,40aLItyfTfljra9lftpcWh,165773,0,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Моя Батьківщина,Нумер 482,Нумер 482,00RnTdDe7S4wqIzmRE1INj,40aLItyfTfljra9lftpcWh,208397,11,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Faine avto-party,Нумер 482,Нумер 482,4cgpnCjmHL3gJ6LwIZmk6z,40aLItyfTfljra9lftpcWh,175179,4,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Сніг,Нумер 482,Нумер 482,0vXbljfMeeZ1d2QbZZ7157,40aLItyfTfljra9lftpcWh,221506,8,7uN6zFBNTxECWX75cPQgsY,Сніг,2021-02-28,1
Без тебе,Нумер 482,Нумер 482,7FNukJb5RgkC6Mx3CBx3Xm,40aLItyfTfljra9lftpcWh,221882,3,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Я йду по воді,Нумер 482,Нумер 482,1ndJFbaVJD1Hab8kuqYDcQ,40aLItyfTfljra9lftpcWh,239256,9,29cpzRe21IuNsNvRzbRepe,Тест на вагітність,2021-12-10,5
Файно-звичайно,Нумер 482,Нумер 482,382pVm12jCid6LD9UX8Pye,40aLItyfTfljra9lftpcWh,227265,0,0W2n7Rz8mnfE3MVOmaQwQp,Kawai,2004,13
Ти є все,Нумер 482,Нумер 482,3CTVLmVCT33Zo3pFi5ZNzL,40aLItyfTfljra9lftpcWh,218013,2,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Свобода,Нумер 482,Нумер 482,2wXYpKMvwzvB9xd9LagY1e,40aLItyfTfljra9lftpcWh,230400,4,2Wd8KK8GspJoj9UKYVP3Bk,ДРУ,2018-11-16,9
Будьмо,Нумер 482,Нумер 482,60HjSxEk7EGbfjG8TdLlE7,40aLItyfTfljra9lftpcWh,190153,1,6OMG81LnCFrunOO0YIvMzl,Будьмо,2020-12-23,1
Серце - Remix DJ Gorchitza,Нумер 482,Нумер 482,2EVbwtJWVQLWKvwB0suMWf,40aLItyfTfljra9lftpcWh,189361,0,17p4BC3w8hD5pnSrFKATcS,Нумер 482,2006,13
Запах свободи,Нумер 482,Нумер 482,4liPgVl5RxfMWg9uvq4l5q,40aLItyfTfljra9lftpcWh,237289,1,29cpzRe21IuNsNvRzbRepe,Тест на вагітність,2021-12-10,5
Не бійся жити,Марія Бурмака,Марія Бурмака,25u1ap6JX6Je9J9GevsO3u,2UMSihTH3Z8XpCGKjjceIs,231000,17,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Скло,Марія Бурмака,Марія Бурмака,2qn4giY2esgzPC8FCOcMJA,2UMSihTH3Z8XpCGKjjceIs,232893,4,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Це не тільки шоколад,Марія Бурмака,Марія Бурмака,60JrE2KTuZlxTTdYDpE4hd,2UMSihTH3Z8XpCGKjjceIs,212946,1,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Розлюби,Марія Бурмака,Марія Бурмака,4yXg14MbqwrayveXsiLP78,2UMSihTH3Z8XpCGKjjceIs,218053,5,25ZQopcMMTDiJN7De3uI4M,Знову люблю,1998,12
Пробач,Марія Бурмака,ХАС,4LQC05R7X2kimKNZYWtmro,2fqqZipMJWN5aYcOtzFnH4,216029,30,5dNOdHWPfsagRwC2eSinci,Пробач,2025-02-26,1
Я сама,Марія Бурмака,Марія Бурмака,7CEYIRvdl6M0rRMI3BA2Yk,2UMSihTH3Z8XpCGKjjceIs,226053,3,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Чому,Марія Бурмака,Марія Бурмака,4fkWcdjGkJuRojWCwZAvD6,2UMSihTH3Z8XpCGKjjceIs,199186,2,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Листопад,Марія Бурмака,Марія Бурмака,3qbJjE2SfPGICKhGILa0I5,2UMSihTH3Z8XpCGKjjceIs,177120,1,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Місто ангелів,Марія Бурмака,Марія Бурмака,1HVEHQvThSU83GxSR1GQSP,2UMSihTH3Z8XpCGKjjceIs,196026,2,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Ангел-охоронець,Марія Бурмака,Марія Бурмака,0LaFN5J6I9Bb8tNq0349J1,2UMSihTH3Z8XpCGKjjceIs,204946,1,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Чорні черешні,Марія Бурмака,Марія Бурмака,4Aqs07wwnZ80eIVLhmGgJm,2UMSihTH3Z8XpCGKjjceIs,264293,3,1TskdbgtXrXR5STppwoaBk,Live,2013,11
І якщо колись,Марія Бурмака,Марія Бурмака,1ibuMVGml4AMcHeHPSXhNY,2UMSihTH3Z8XpCGKjjceIs,213413,3,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Ми йдемо,Марія Бурмака,Марія Бурмака,5suLTdZkAPteCA9fZTZPbj,2UMSihTH3Z8XpCGKjjceIs,290920,2,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Де ти тепер,Марія Бурмака,Марія Бурмака,1vEUD7VTpMPYfYJYqyoUTp,2UMSihTH3Z8XpCGKjjceIs,245840,3,25ZQopcMMTDiJN7De3uI4M,Знову люблю,1998,12
"Сонцем, небом, дощем",Марія Бурмака,Марія Бурмака,7z9A6qcDNq27Wj86iq3Okj,2UMSihTH3Z8XpCGKjjceIs,230840,12,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
День народження,Марія Бурмака,Марія Бурмака,3rgHz7BGA3Uhj5myy2nreB,2UMSihTH3Z8XpCGKjjceIs,177600,19,0i0RoKF1ROV6uHoQQ62Ykj,Другий дитячий альбом,2019-06-01,22
"Гей, на горі, на маківці",Марія Бурмака,Марія Бурмака,3M8iDqhVy92ozD9cGH5L7J,2UMSihTH3Z8XpCGKjjceIs,187253,4,0yKvKlKbh9NqLGIhKb7Vc5,Тінь по воді,2014,17
Не тому,Марія Бурмака,Марія Бурмака,0Q26SwlP5OCWgYCN2zrQwl,2UMSihTH3Z8XpCGKjjceIs,213933,2,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Хтось із дитям удвох,Марія Бурмака,Марія Бурмака,4kqYBNqJ9zOzr18fmYmVwP,2UMSihTH3Z8XpCGKjjceIs,103800,20,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
"Той, той",Марія Бурмака,Марія Бурмака,4CIPPXNl91dILIOxFMMDRi,2UMSihTH3Z8XpCGKjjceIs,253920,1,3ijh9ZuTgFm14LNqOJvzYX,№9,2004,11
Нехай,Марія Бурмака,Марія Бурмака,3dqNRJWPmwHd8Ycp24P8ai,2UMSihTH3Z8XpCGKjjceIs,237426,0,3ijh9ZuTgFm14LNqOJvzYX,№9,2004,11
Коли б ми плакати могли,Марія Бурмака,Марія Бурмака,3mxBXOXeHh82BxHcq0msPI,2UMSihTH3Z8XpCGKjjceIs,121973,1,1YAxVHAN7k6VYjdZqp9ckb,Марія,1992,21
Їй холодно,Марія Бурмака,Марія Бурмака,04q9JSuXhbIhBJOwnjSGr2,2UMSihTH3Z8XpCGKjjceIs,210706,0,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
Хто я така є,Марія Бурмака,Марія Бурмака,34vLFD4yy6mnLtqdGRdZHj,2UMSihTH3Z8XpCGKjjceIs,188280,0,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
"Ой, чия то рута-м'ята",Марія Бурмака,Марія Бурмака,0tq6NmMDKcYPlHdCQHILjq,2UMSihTH3Z8XpCGKjjceIs,87133,1,1YAxVHAN7k6VYjdZqp9ckb,Марія,1992,21
Поміж нами,Марія Бурмака,Марія Бурмака,4q0tHalD2JMbFLOluFQtRR,2UMSihTH3Z8XpCGKjjceIs,193413,0,3ijh9ZuTgFm14LNqOJvzYX,№9,2004,11
Лети,Марія Бурмака,Марія Бурмака,156XYSN9Kgzgw0Mv5z3aoL,2UMSihTH3Z8XpCGKjjceIs,264720,0,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
Ой на горі та й женці жнуть,Марія Бурмака,Марія Бурмака,38GrY1FeS9a1s58WXO6PCN,2UMSihTH3Z8XpCGKjjceIs,207253,10,0yKvKlKbh9NqLGIhKb7Vc5,Тінь по воді,2014,17
Тихо цокає годинник,Марія Бурмака,Марія Бурмака,5NEYWVwtNIOCs6hMAt0LUp,2UMSihTH3Z8XpCGKjjceIs,246986,0,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
Хтось близький приснився,Марія Бурмака,Марія Бурмака,40tNOhu0uXzWpnG234HUSh,2UMSihTH3Z8XpCGKjjceIs,75626,1,6Cq2vaxnFncP3RjdFcjA9O,Ми йдемо! (Найкраще),2004,16
Забудь,Марія Бурмака,Марія Бурмака,4QUV5QmCu8VKyWy7d2Wknr,2UMSihTH3Z8XpCGKjjceIs,232946,0,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Поранена в серце,Марія Бурмака,Марія Бурмака,7vBa5kaUWzktP1uWSJZEZK,2UMSihTH3Z8XpCGKjjceIs,194640,1,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Арешт,Марія Бурмака,Марія Бурмака,1g2k73qImhV2NZhq5MVK09,2UMSihTH3Z8XpCGKjjceIs,291680,0,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Пам'яти тридцяти,Марія Бурмака,Марія Бурмака,41MzBvSaddQlk3lJcjK9yB,2UMSihTH3Z8XpCGKjjceIs,91773,0,1YAxVHAN7k6VYjdZqp9ckb,Марія,1992,21
Попрощатись не зуміли,Марія Бурмака,Марія Бурмака,0x6zhTGV7QzrqRdAcUGIWp,2UMSihTH3Z8XpCGKjjceIs,235440,0,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Дощ,Марія Бурмака,Марія Бурмака,7z9A6qcDNq27Wj86iq3Okj,2UMSihTH3Z8XpCGKjjceIs,230840,12,5uDB0UCyLJ7z4tAnVkYUm9,МІА,2002,11
Можеш далі,Марія Бурмака,Марія Бурмака,4iTx5wKuaSwQEv4PN1bg2W,2UMSihTH3Z8XpCGKjjceIs,211573,0,3upW2SwQj0thg3q2M2fSpk,Саундтреки,2008,14
Колискова,Марія Бурмака,Марія Бурмака,31Xhh5gRr9cBUMO9QMqOAB,2UMSihTH3Z8XpCGKjjceIs,116306,1,1YAxVHAN7k6VYjdZqp9ckb,Марія,1992,21
Я люблю твої кроки,Марія Бурмака,Марія Бурмака,4VgMy8cMGHk2yQjtrKWEYk,2UMSihTH3Z8XpCGKjjceIs,210426,0,50F5FiCu5A8qwfZSQSr4Hn,Лишається надія,1994,11
Відлітає печаль,Марія Бурмака,Марія Бурмака,6gNUHwpaNAxe3JL0ukzqlU,2UMSihTH3Z8XpCGKjjceIs,223413,1,1TskdbgtXrXR5STppwoaBk,Live,2013,11
