title,artist,albums,albums_filtered,main_album
Страдальна мати,Марія Бурмака,"['Моя семья - Песни о близких', 'Марія']",['Марія'],Марія
Батьківщині,Марія Бурмака,['Улюблені класики'],['Улюблені класики'],Other
Перемога,Марія Бурмака,"['Перемога - Single', 'Перемога']",[],Other
В ярмах туги,Марія Бурмака,"['Ой, Не Квітни, Весно']","['Ой, Не Квітни, Весно']","Ой, Не Квітни, Весно"
Рекрутська,Марія Бурмака,['Марія'],['Марія'],Марія
Верни до мене пам'яте моя,Марія Бурмака,[],[],Other
Electronique superstar,Катя Chilly,"['Я - Молодая', 'Золотая Коллекция']",['Я - Молодая'],Я - Молодая
Півні,Катя Chilly,"['Я - Молодая', 'LIVE - Акустичний концерт 29.08.08']",['Я - Молодая'],Я - Молодая
Я - молодая,Катя Chilly,['LIVE - Акустичний концерт 29.08.08'],[],Other
Крашен вечір,Катя Chilly,['Я - Молодая'],['Я - Молодая'],Я - Молодая
Вишенька,Катя Chilly,"['Я - Молодая', 'Золотая Коллекция']",['Я - Молодая'],Я - Молодая
Тебе нема,Катя Chilly,['Я - Молодая'],['Я - Молодая'],Я - Молодая
Понад хмарами,Катя Chilly,['Я - Молодая'],['Я - Молодая'],Я - Молодая
Криниченька,Катя Chilly,[],[],Other
Син,Катя Chilly,"['Я - Молодая', 'Золотая Коллекция']",['Я - Молодая'],Я - Молодая
Сонце,Катя Chilly,"['Я - Молодая', 'Золотая Коллекция']",['Я - Молодая'],Я - Молодая
Красно-ясно,Катя Chilly,['Я - Молодая'],['Я - Молодая'],Я - Молодая
Любов моя,Катя Chilly,['Я - Молодая'],['Я - Молодая'],Я - Молодая
Зозуля,Катя Chilly,[],[],Other
Пливе вінок,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Русалки in da house,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Дихання океану,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
У землі,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Породила,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
За водою,Катя Chilly,[],[],Other
Сон,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Проведу я русалочки,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Завйом вінки,Катя Chilly,"['Русалки in da house', 'Золотая Коллекция']",['Русалки in da house'],Русалки in da house
Мала нічка,Катя Chilly,['Сон'],['Сон'],Сон
Ластівочка,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Бантик,Катя Chilly,"['LIVE - Акустичний концерт 29.08.08', 'Золотая Коллекция']",[],Other
Не вій вітре,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
У лісі,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Index,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Ти - місяць,Катя Chilly,['Сон'],['Сон'],Сон
Sabayle,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Івашечку,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
"Ой, не жалко",Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Петро-Іване,Катя Chilly,"['Сон', 'Золотая Коллекция']",['Сон'],Сон
Светлица,Катя Chilly,"['Голос країни (Сліпі прослуховування)', 'Голос країни']",[],Other
Русалочка-земляночка,Катя Chilly,['LIVE - Акустичний концерт 29.08.08'],[],Other
PIVNI dj lemon mix,Катя Chilly,['PIVNI'],['PIVNI'],PIVNI
PIVNI LP mix,Катя Chilly,['PIVNI'],['PIVNI'],PIVNI
Яблунька,Катя Chilly,"['LIVE - Акустичний концерт 29.08.08', 'Голос країни (Півфінал)']",[],Other
Pivni Tkach posh edit light,Катя Chilly,['PIVNI'],['PIVNI'],PIVNI
Pivni Instumental,Катя Chilly,['PIVNI'],['PIVNI'],PIVNI
Tzvite rozha,Катя Chilly,[],[],Other
Вишня,Катя Chilly,['LIVE - Акустичний концерт 29.08.08'],[],Other
Вальс,Катя Chilly,['LIVE - Акустичний концерт 29.08.08'],[],Other
Mala nichka,Катя Chilly,[],[],Other
Кустова,Катя Chilly,"['Сон', 'Кустова']",['Сон'],Сон
Краншен вечiр,Катя Chilly,[],[],Other
Несмачний Мед,To Eternity,"['Несмачний Мед - Single', 'Несмачний Мед']",[],Other
Пожежа,To Eternity,['Пожежа'],[],Other
Я тебе не чую,To Eternity,[],[],Other
Осінь,To Eternity,"['Осінь', 'Осінь - Single']",[],Other
Лав Сторіз,To Eternity,"['Лав Сторіз', 'Лав Сторіз - Single']",[],Other
Дивак,To Eternity,[],[],Other
Антракт,To Eternity,[],[],Other
Імпровізація,To Eternity,[],[],Other
ТАК НАБАГАТО КРАЩЕ,To Eternity,"['ЕЛЛІ', 'ЕЛЛІ - EP']",['ЕЛЛІ'],Other
Непомітний,To Eternity,"['Непомітний', 'Непомітний - Single']",[],Other
Confused,To Eternity,['Confused - Single'],[],Other
Я не вмію кохати,To Eternity,[],[],Other
Максимально Просто,To Eternity,"['Максимально Просто', 'Максимально Просто - Single']",[],Other
Попросту,To Eternity,[],[],Other
Tell Me What's Wrong,To Eternity,[],[],Other
Купідонова Невдача,To Eternity,[],[],Other
Listen,To Eternity,"['Listen - Single', 'Listen']",[],Other
Walk Like This,To Eternity,[],[],Other
Елізабет,To Eternity,[],[],Other
Негідник,To Eternity,[],[],Other
Другий Шанс,To Eternity,[],[],Other
Draft,To Eternity,[],[],Other
The Story,To Eternity,[],[],Other
Movies,To Eternity,[],[],Other
Щире “Вибач”,To Eternity,"['ЕЛЛІ', 'ЕЛЛІ - EP']",['ЕЛЛІ'],Other
