title,artist,albums,albums_filtered,main_album
Новий день,Друга Ріка,['Два'],['Два'],Other
Падали,Друга Ріка,"['Рекорди', 'Рекорди (Deluxe)']",['Рекорди'],Рекорди
Мікрофони,Друга Ріка,['Мода'],['Мода'],Мода
Я полечу,Друга Ріка,['Best'],['Best'],Best
Твої слова,Друга Ріка,['Рекорди'],['Рекорди'],Рекорди
Сам собі острів,Друга Ріка,['Рекорди'],['Рекорди'],Рекорди
Нічий,Друга Ріка,[],[],Other
За що,Друга Ріка,['Рекорди'],['Рекорди'],Рекорди
Я є,Друга Ріка,['Я є'],['Я є'],Я є
Я чую,Друга Ріка,['Supernation'],['Supernation'],Supernation
Радіохіт,Друга Ріка,[],[],Other
Сни,Друга Ріка,"['Я є', 'Я Є']",['Я є'],Я є
Інколи,Друга Ріка,"['Я є', 'Я Є']",['Я є'],Я є
Чого же ти ждеш,Друга Ріка,['Я є'],['Я є'],Я є
Це love-fun,Друга Ріка,[],[],Other
Париж,Друга Ріка,[],[],Other
Догоним! доженемо!,Друга Ріка,['Best Hits. Top Artists'],[],Other
Доки я не пішов,Друга Ріка,"['Піраміда', 'Інша Ріка']","['Інша Ріка', 'Піраміда']",Інша Ріка
Знаєш,Друга Ріка,"['Я є', 'Я Є']",['Я є'],Я є
Світ на різних берегах,Друга Ріка,"['Metanoia. Part 1', 'Metanoia, Pt. 1']","['Metanoia, Pt. 1', 'Metanoia. Part 1']",Metanoia. Part 1
Intro,Друга Ріка,"['Metanoia. Part 1', 'Metanoia, Pt. 1']","['Metanoia, Pt. 1', 'Metanoia. Part 1']",Metanoia. Part 1
Засинай,Друга Ріка,['Supernation'],['Supernation'],Supernation
математика electro,Друга Ріка,[],[],Other
Назавжди,Друга Ріка,[],[],Other
"Вічна, жива",Друга Ріка,['Я є'],['Я є'],Я є
Тільки любов,Друга Ріка,[],[],Other
Монстр,Друга Ріка,"['Монстр', 'Піраміда']",['Піраміда'],Other
Метро,Друга Ріка,"['Metanoia. Part 1', 'Metanoia, Pt. 1']","['Metanoia, Pt. 1', 'Metanoia. Part 1']",Metanoia. Part 1
Зазнайко,Друга Ріка,"['Я Є', 'Я є (Deluxe)']",['Я є'],Я є
Пробач,Друга Ріка,[],[],Other
SUPERNATION,Друга Ріка,['Supernation'],['Supernation'],Supernation
Ангел,Друга Ріка,"['Ангел', 'Піраміда']",['Піраміда'],Other
Stop,Друга Ріка,['Supernation'],['Supernation'],Supernation
Ти зі мною? Я здаюсь!,Друга Ріка,[],[],Other
Лиш вона,Друга Ріка,[],[],Other
Temademo,Друга Ріка,"['Metanoia. Part 1', 'Metanoia, Pt. 1']","['Metanoia, Pt. 1', 'Metanoia. Part 1']",Metanoia. Part 1
Мені так мало тут тебе,Друга Ріка,[],[],Other
Не моя земля,Друга Ріка,['Я є'],['Я є'],Я є
"Хто, якщо не ти?",Друга Ріка,['Supernation'],['Supernation'],Supernation
Сьомий День,Друга Ріка,['Інша Ріка'],['Інша Ріка'],Інша Ріка
Персефона,Vivienne Mort,"['Готика', 'Вибране']",['Готика'],Готика
Сліди маленьких рук,Vivienne Mort,"['Театр Pipinó', 'Театр PipinO']",['Театр PipinO'],Театр PipinO
Пташечка,Vivienne Mort,"['Rósa', 'Вибране']",['Rosa'],Rosa
Час,Vivienne Mort,"['Досвід', 'Вибране']",['Досвід'],Досвід
Іній,Vivienne Mort,"['Іній - Single', 'Досвід']",['Досвід'],Досвід
Голубка,Vivienne Mort,"['Filin', 'Театр PipinO']","['Filin', 'Театр PipinO']",Filin
Готика,Vivienne Mort,"['Готика', 'Готика - EP']",['Готика'],Готика
Думаю про тебе,Vivienne Mort,"['Досвід', 'Вибране']",['Досвід'],Досвід
Ти забув про мене,Vivienne Mort,"['Подих України', 'Вибране']",[],Other
Риба,Vivienne Mort,"['Готика', 'Вибране']",['Готика'],Готика
Остання роль,Vivienne Mort,['Театр Pipinó'],['Театр PipinO'],Театр PipinO
Камінсорі,Vivienne Mort,"['Театр Pipinó', 'Театр PipinO']",['Театр PipinO'],Театр PipinO
Твоя,Vivienne Mort,"['Єсєнтукі Love', 'Єсєнтукі LOVE - EP']",['Єсєнтукі Love'],Єсєнтукі Love
"Перейди, місяцю!",Vivienne Mort,"['Театр Pipinó', 'Театр PipinO']",['Театр PipinO'],Театр PipinO
Вестерн,Vivienne Mort,"['Досвід', 'Вибране']",['Досвід'],Досвід
Грушечка,Vivienne Mort,"['Filin', 'Вибране']",['Filin'],Filin
Ірен,Vivienne Mort,"['Театр Pipinó', 'Театр PipinO']",['Театр PipinO'],Театр PipinO
Змія,Vivienne Mort,"['Досвід', 'Вибране']",['Досвід'],Досвід
Маріула,Vivienne Mort,"['Готика', 'Вибране']",['Готика'],Готика
Екран,Vivienne Mort,[],[],Other
колискова,Vivienne Mort,"['Filin', 'Вибране']",['Filin'],Filin
Випустити з лап,Vivienne Mort,['Досвід'],['Досвід'],Досвід
Любов,Vivienne Mort,"['Filin', 'Вибране']",['Filin'],Filin
Університет,Vivienne Mort,"['Готика', 'Готика - EP']",['Готика'],Готика
Темно,Vivienne Mort,"['Filin', 'Filin - EP']",['Filin'],Filin
Вечір,Vivienne Mort,"['Вечір - Single', 'Вечір']",[],Other
Досвід,Vivienne Mort,['Досвід'],['Досвід'],Досвід
Зірочка,Vivienne Mort,"['Театр Pipinó', 'Театр PipinO']",['Театр PipinO'],Театр PipinO
Хто це тут,Vivienne Mort,"['Єсєнтукі Love', 'Єсєнтукі LOVE - EP']",['Єсєнтукі Love'],Єсєнтукі Love
Гало,Vivienne Mort,['Досвід'],['Досвід'],Досвід
ггпткн,Vivienne Mort,[],[],Other
Вчора,Vivienne Mort,['Досвід'],['Досвід'],Досвід
Musikapi,Vivienne Mort,"['Єсєнтукі Love', 'Єсєнтукі LOVE - EP']",['Єсєнтукі Love'],Єсєнтукі Love
"День, коли святі",Vivienne Mort,['Demo'],[],Other
Я і так одна,Vivienne Mort,['Досвід'],['Досвід'],Досвід
"Той, хто рятує імена",Vivienne Mort,"['Rósa', 'Rosa']",['Rosa'],Rosa
Intro,Vivienne Mort,"['Rósa', 'Rosa']",['Rosa'],Rosa
HOW,Vivienne Mort,"['Rósa', 'Rosa']",['Rosa'],Rosa
Вальс,Vivienne Mort,"['Єсєнтукі Love', 'Єсєнтукі LOVE - EP']",['Єсєнтукі Love'],Єсєнтукі Love
Хто Ти Такий,Vivienne Mort,['Rosa'],['Rosa'],Rosa
Пам'ятаєш,Vivienne Mort,[],[],Other
Усі в мені,Vivienne Mort,['Фата'],['Фата'],Other
Друже мій,Vivienne Mort,"['Друже мій - Single', 'Друже мій']",[],Other
Ізюм,Vivienne Mort,['Фата'],['Фата'],Other
Несумная,Vivienne Mort,['Фата'],['Фата'],Other
Любові не стало,Vivienne Mort,[],[],Other
"Відкрита, ясна і пуста",Vivienne Mort,[],[],Other
Бекап,Vivienne Mort,[],[],Other
Іскра,Vivienne Mort,[],[],Other
Не пробачай,Vivienne Mort,[],[],Other
Голод,Vivienne Mort,[],[],Other
Художник,Vivienne Mort,[],[],Other
"Сам, сам, сам",Vivienne Mort,[],[],Other
Східний експрес,Vivienne Mort,[],[],Other
"Дай, розкажу",Vivienne Mort,[],[],Other
Lety,Vivienne Mort,[],[],Other
Ти бачиш,Vivienne Mort,[],[],Other
vivienne mort,Vivienne Mort,[],[],Other
Самба белого мотылька,Vivienne Mort,[],[],Other
Christmas song,Vivienne Mort,[],[],Other
300 років без війни,Vivienne Mort,[],[],Other
Весна,Воплі Відоплясова,"['Збірка Етнічна', 'Музіка']","['Збірка Етнічна', 'Музіка']",Other
День народження,Воплі Відоплясова,[],[],Other
Щедрик,Воплі Відоплясова,['Чудовий світ'],['Чудовий світ'],Чудовий світ
Юра,Воплі Відоплясова,"['Музіка', 'Найкраще']","['Музіка', 'Найкраще']",Other
Танці,Воплі Відоплясова,"['Найкраще', 'Збiрка Танцювальна']","['Збiрка Танцювальна', 'Найкраще']",Збiрка Танцювальна
Країна мрій,Воплі Відоплясова,[],[],Other
Пачка цигарок,Воплі Відоплясова,"['Fayno', 'Мамай']","['Fayno', 'Мамай']",Fayno
Відпустка,Воплі Відоплясова,['Чудовий світ'],['Чудовий світ'],Чудовий світ
Ладо,Воплі Відоплясова,"['Чудовий світ', 'Непопса UA']",['Чудовий світ'],Чудовий світ
Любов,Воплі Відоплясова,"['Найкраще', 'Хвилі Амура']","['Найкраще', 'Хвилі Амура']",Хвилі Амура
Музіка,Воплі Відоплясова,"['Музіка', 'Найкраще']","['Музіка', 'Найкраще']",Other
Полонина,Воплі Відоплясова,"['Збірка Етнічна', 'Fayno']","['Fayno', 'Збірка Етнічна']",Fayno
Чіо чіо сан,Воплі Відоплясова,[],[],Other
Зоряна осінь,Воплі Відоплясова,[],[],Other
Горіла сосна,Воплі Відоплясова,"['Збірка Етнічна', 'Музіка']","['Збірка Етнічна', 'Музіка']",Other
Мана,Воплі Відоплясова,"['Чудовий світ', 'Мана']",['Чудовий світ'],Чудовий світ
Колискова,Воплі Відоплясова,[],[],Other
Пісенька,Воплі Відоплясова,['Були Деньки'],['Були Деньки'],Були Деньки
Оля,Воплі Відоплясова,"['Або або', 'Хвилі Амура']","['Або або', 'Хвилі Амура']",Хвилі Амура
Музика дика,Воплі Відоплясова,"['Збірка Етнічна', 'Fayno']","['Fayno', 'Збірка Етнічна']",Fayno
Машина,Воплі Відоплясова,"['Або або', 'Найкраще']","['Або або', 'Найкраще']",Other
Трава,Воплі Відоплясова,"['Хвилі Амура', 'Збiрка Романтична']","['Збiрка Романтична', 'Хвилі Амура']",Збiрка Романтична
Чудовий світ,Воплі Відоплясова,['Чудовий світ'],['Чудовий світ'],Чудовий світ
Галина,Воплі Відоплясова,"['Музіка', 'Збiрка Романтична']","['Збiрка Романтична', 'Музіка']",Збiрка Романтична
Глибина,Воплі Відоплясова,"['Музіка', 'Збiрка Романтична']","['Збiрка Романтична', 'Музіка']",Збiрка Романтична
Були деньки,Воплі Відоплясова,[],[],Other
Їхали козаки,Воплі Відоплясова,[],[],Other
Велика сила,Воплі Відоплясова,"['Fayno', 'Мамай']","['Fayno', 'Мамай']",Fayno
Білі плями,Воплі Відоплясова,"['Збiрка Танцювальна', 'Музіка']","['Збiрка Танцювальна', 'Музіка']",Збiрка Танцювальна
Колись,Воплі Відоплясова,"['Або або', 'Найкраще']","['Або або', 'Найкраще']",Other
Є-є,Воплі Відоплясова,"['Хвилі Амура', 'Рок колекція']","['Рок колекція', 'Хвилі Амура']",Хвилі Амура
Таємні сфери,Воплі Відоплясова,[],[],Other
Гармонія,Воплі Відоплясова,"['Музіка', 'Найкраще']","['Музіка', 'Найкраще']",Other
Мамай,Воплі Відоплясова,"['Збiрка Танцювальна', 'Fayno']","['Fayno', 'Збiрка Танцювальна']",Fayno
Море,Воплі Відоплясова,"['Fayno', 'Рок колекція']","['Fayno', 'Рок колекція']",Fayno
